tf_name	target_name	start_position	end_position	direction	binding_score	p_value	binding_sites
abd-A	CG17636	23051	23351	(-)	1030.34	0.000308	23090:1030.34:0.000308 23151:953.95:0.000404 23294:953.95:0.000404
abd-A	CG10671	5139113	5139413	(-)	953.95	0.000404	5139261:953.95:0.000404 5139279:953.95:0.000404
abd-A	CG2617	20682117	20682417	(+)	1246.78	0.000117	20682280:1246.78:0.000117 20682346:1246.78:0.000117
abd-A	CG17601	21948682	21948982	(+)	864.83	0.000795	21948793:864.83:0.000795
abd-A	CG7777	7323497	7323797	(+)	1246.78	0.000117	7323624:1246.78:0.000117 7323555:864.83:0.000795 7323596:864.83:0.000795
abd-A	Rok	16529650	16529950	(-)	941.22	0.000600	16529850:941.22:0.000600
abd-A	CG45186	2428659	2428959	(+)	852.10	0.000987	2428806:852.10:0.000987
abd-A	CG34264	316833	317133	(+)	864.83	0.000795	316943:864.83:0.000795
abd-A	CG32679	10261455	10261755	(-)	941.22	0.000600	10261632:941.22:0.000600
abd-A	CG7197	8292889	8293189	(-)	1246.78	0.000117	8292892:1246.78:0.000117 8292964:1157.66:0.000213
abd-A	CG34211	1934449	1934749	(+)	852.10	0.000987	1934483:852.10:0.000987
abd-A	Bem46	2987865	2988165	(+)	1246.78	0.000117	2987953:1246.78:0.000117 2987975:852.10:0.000987
abd-A	CG14543	21882101	21882401	(+)	941.22	0.000600	21882229:941.22:0.000600
abd-A	Ir25a	4835250	4835550	(-)	1246.78	0.000117	4835361:1246.78:0.000117
abd-A	RpL32	25871812	25872112	(-)	864.83	0.000795	25871817:864.83:0.000795
abd-A	CG12209	6135015	6135315	(-)	852.10	0.000987	6135079:852.10:0.000987
abd-A	CHKov2	21156875	21157175	(-)	941.22	0.000600	21157135:941.22:0.000600
abd-A	cnk	13307462	13307762	(-)	864.83	0.000795	13307569:864.83:0.000795
abd-A	crl	16487459	16487759	(+)	864.83	0.000795	16487644:864.83:0.000795
abd-A	CG7110	13398740	13399040	(+)	1246.78	0.000117	13398876:1246.78:0.000117 13398763:941.22:0.000600
abd-A	CG8929	16214524	16214824	(+)	941.22	0.000600	16214681:941.22:0.000600 16214545:864.83:0.000795
abd-A	CG8931	15877554	15877854	(+)	852.10	0.000987	15877563:852.10:0.000987 15877607:852.10:0.000987
abd-A	CG34367	10350969	10351269	(-)	941.22	0.000600	10350993:941.22:0.000600
abd-A	AP-2alpha	414727	415027	(-)	953.95	0.000404	414910:953.95:0.000404
abd-A	rtp	1062987	1063287	(-)	1030.34	0.000308	1063093:1030.34:0.000308
abd-A	Taf4	16106061	16106361	(+)	941.22	0.000600	16106137:941.22:0.000600 16106148:864.83:0.000795 16106281:852.10:0.000987
abd-A	CG33276	7633496	7633796	(-)	864.83	0.000795	7633754:864.83:0.000795 7633523:852.10:0.000987
abd-A	Mco1	9416337	9416637	(+)	1246.78	0.000117	9416368:1246.78:0.000117
abd-A	CG41434	22037609	22037909	(+)	1030.34	0.000308	22037844:1030.34:0.000308 22037715:941.22:0.000600 22037894:864.83:0.000795
abd-A	spo	5585319	5585619	(-)	941.22	0.000600	5585607:941.22:0.000600
abd-A	smp-30	10572997	10573297	(-)	1246.78	0.000117	10573179:1246.78:0.000117
abd-A	CG11191	3889575	3889875	(-)	852.10	0.000987	3889807:852.10:0.000987
abd-A	Cht4	16954542	16954842	(-)	864.83	0.000795	16954579:864.83:0.000795
abd-A	vtd	2243326	2243626	(+)	1157.66	0.000213	2243397:1157.66:0.000213
abd-A	SF2	12167660	12167960	(-)	864.83	0.000795	12167756:864.83:0.000795
abd-A	CG6523	13366196	13366496	(+)	941.22	0.000600	13366259:941.22:0.000600
abd-A	CG7441	17842576	17842876	(+)	941.22	0.000600	17842728:941.22:0.000600
abd-A	Su(Tpl)	19902460	19902760	(-)	953.95	0.000404	19902694:953.95:0.000404
abd-A	CG15209	10735987	10736287	(+)	864.83	0.000795	10736001:864.83:0.000795
abd-A	Calx	16814837	16815137	(+)	864.83	0.000795	16814965:864.83:0.000795
abd-A	CG14322	13473150	13473450	(+)	864.83	0.000795	13473173:864.83:0.000795 13473192:852.10:0.000987
abd-A	lok	20061171	20061471	(+)	1246.78	0.000117	20061360:1246.78:0.000117
abd-A	Btk29A	8277652	8277952	(-)	941.22	0.000600	8277811:941.22:0.000600
abd-A	Mitf	1219233	1219533	(+)	864.83	0.000795	1219271:864.83:0.000795 1219366:864.83:0.000795
abd-A	veg	12842718	12843018	(+)	941.22	0.000600	12842929:941.22:0.000600 12842920:852.10:0.000987
abd-A	CG32797	2319838	2320138	(-)	941.22	0.000600	2320019:941.22:0.000600 2320028:941.22:0.000600
abd-A	jet	4949734	4950034	(-)	953.95	0.000404	4949753:953.95:0.000404
abd-A	lectin-30A	9254804	9255104	(-)	941.22	0.000600	9255008:941.22:0.000600 9255075:852.10:0.000987
abd-A	Or67b	9622243	9622543	(-)	864.83	0.000795	9622458:864.83:0.000795
abd-A	PpD3	5573346	5573646	(+)	1246.78	0.000117	5573386:1246.78:0.000117
abd-A	CG33090	14333907	14334207	(+)	1246.78	0.000117	14333988:1246.78:0.000117 14333995:1246.78:0.000117
abd-A	mRpL22	16677715	16678015	(+)	953.95	0.000404	16677722:953.95:0.000404 16677772:864.83:0.000795
abd-A	iPLA2-VIA	9857399	9857699	(-)	941.22	0.000600	9857405:941.22:0.000600
abd-A	BobA	14939175	14939475	(-)	953.95	0.000404	14939445:953.95:0.000404
abd-A	Mlp60A	19962446	19962746	(+)	941.22	0.000600	19962459:941.22:0.000600
abd-A	CG2065	3551040	3551340	(+)	1246.78	0.000117	3551060:1246.78:0.000117
abd-A	CG15517	25729497	25729797	(-)	1246.78	0.000117	25729652:1246.78:0.000117
abd-A	CG43355	11484569	11484869	(+)	953.95	0.000404	11484768:953.95:0.000404
abd-A	CG43254	3565235	3565535	(-)	1246.78	0.000117	3565318:1246.78:0.000117 3565480:1246.78:0.000117
abd-A	CG17127	10770617	10770917	(+)	864.83	0.000795	10770677:864.83:0.000795
abd-A	cl	5519884	5520184	(+)	941.22	0.000600	5519981:941.22:0.000600
abd-A	pyx	223019	223319	(-)	953.95	0.000404	223064:953.95:0.000404
abd-A	sgg	2536799	2537099	(+)	852.10	0.000987	2536842:852.10:0.000987
abd-A	CG43991	12239098	12239398	(-)	953.95	0.000404	12239148:953.95:0.000404
abd-A	Mcr	8082932	8083232	(-)	941.22	0.000600	8083086:941.22:0.000600 8083172:941.22:0.000600
abd-A	CG33123	3514606	3514906	(-)	1246.78	0.000117	3514898:1246.78:0.000117 3514743:864.83:0.000795 3514693:852.10:0.000987
abd-A	CG2017	1686969	1687269	(-)	1246.78	0.000117	1687186:1246.78:0.000117 1687233:1030.34:0.000308
abd-A	brm	15975919	15976219	(-)	1246.78	0.000117	15976112:1246.78:0.000117 15976068:864.83:0.000795
abd-A	Eig71Ed	15645386	15645686	(+)	941.22	0.000600	15645500:941.22:0.000600
abd-A	Prosbeta4	16732083	16732383	(-)	1246.78	0.000117	16732244:1246.78:0.000117 16732218:941.22:0.000600
abd-A	CG1314	20740374	20740674	(-)	1157.66	0.000213	20740567:1157.66:0.000213
abd-A	CG4586	6863700	6864000	(+)	953.95	0.000404	6863826:953.95:0.000404 6863783:852.10:0.000987
abd-A	Six4	20785404	20785704	(-)	953.95	0.000404	20785577:953.95:0.000404
abd-A	CG10721	20091361	20091661	(+)	941.22	0.000600	20091522:941.22:0.000600 20091549:864.83:0.000795
abd-A	CG11023	7278	7578	(+)	941.22	0.000600	7414:941.22:0.000600 7500:864.83:0.000795
abd-A	CG12592	6163813	6164113	(+)	941.22	0.000600	6164007:941.22:0.000600
abd-A	CG6707	9891486	9891786	(-)	953.95	0.000404	9891579:953.95:0.000404
abd-A	CG9948	6949000	6949300	(+)	1246.78	0.000117	6949293:1246.78:0.000117 6949150:941.22:0.000600
abd-A	CG13663	21040860	21041160	(-)	1246.78	0.000117	21041038:1246.78:0.000117
abd-A	Mal-B2	11850056	11850356	(+)	1246.78	0.000117	11850274:1246.78:0.000117 11850242:864.83:0.000795
abd-A	CG10092	3712516	3712816	(+)	852.10	0.000987	3712709:852.10:0.000987
abd-A	hrg	15557287	15557587	(-)	864.83	0.000795	15557292:864.83:0.000795
abd-A	CG12535	3334129	3334429	(-)	941.22	0.000600	3334205:941.22:0.000600
abd-A	CG12123	8336331	8336631	(-)	864.83	0.000795	8336511:864.83:0.000795
abd-A	CG12129	5920558	5920858	(+)	1157.66	0.000213	5920838:1157.66:0.000213 5920575:941.22:0.000600
abd-A	CG12713	15825313	15825613	(+)	852.10	0.000987	15825337:852.10:0.000987 15825422:852.10:0.000987
abd-A	Rab26	21312856	21313156	(+)	1246.78	0.000117	21312916:1246.78:0.000117
abd-A	Upf2	7969449	7969749	(-)	852.10	0.000987	7969509:852.10:0.000987
abd-A	CG43153	11522726	11523026	(-)	852.10	0.000987	11522939:852.10:0.000987
abd-A	raps	23408311	23408611	(+)	1030.34	0.000308	23408589:1030.34:0.000308
abd-A	CG34320	1058088	1058388	(-)	1030.34	0.000308	1058277:1030.34:0.000308
abd-A	CG14397	21090976	21091276	(+)	1246.78	0.000117	21091024:1246.78:0.000117
abd-A	CG31391	6530747	6531047	(-)	941.22	0.000600	6530904:941.22:0.000600
abd-A	CG7706	14503289	14503589	(+)	1246.78	0.000117	14503451:1246.78:0.000117 14503440:852.10:0.000987
abd-A	CG42828	19199174	19199474	(+)	953.95	0.000404	19199255:953.95:0.000404
abd-A	ATPsyn-gamma	25574541	25574841	(-)	1246.78	0.000117	25574668:1246.78:0.000117 25574799:864.83:0.000795
abd-A	CG10560	21145773	21146073	(-)	1246.78	0.000117	21145781:1246.78:0.000117 21145914:1246.78:0.000117
abd-A	CG11964	4770692	4770992	(-)	852.10	0.000987	4770897:852.10:0.000987 4770967:852.10:0.000987 4770979:852.10:0.000987
abd-A	Men-b	22977133	22977433	(+)	1157.66	0.000213	22977147:1157.66:0.000213
abd-A	CG4815	23816423	23816723	(-)	852.10	0.000987	23816486:852.10:0.000987
abd-A	CG9902	16441503	16441803	(-)	941.22	0.000600	16441716:941.22:0.000600
abd-A	CG34371	19091446	19091746	(-)	852.10	0.000987	19091503:852.10:0.000987 19091628:852.10:0.000987
abd-A	tipE	4188248	4188548	(+)	852.10	0.000987	4188500:852.10:0.000987
abd-A	CG1532	20899338	20899638	(-)	941.22	0.000600	20899541:941.22:0.000600
abd-A	Slob	7659517	7659817	(-)	1157.66	0.000213	7659520:1157.66:0.000213
abd-A	Alr	19642705	19643005	(+)	852.10	0.000987	19642958:852.10:0.000987
abd-A	CG9934	13019384	13019684	(-)	1030.34	0.000308	13019643:1030.34:0.000308
abd-A	Ste:CG33236	13955800	13956100	(-)	1246.78	0.000117	13955904:1246.78:0.000117 13956015:941.22:0.000600 13956028:864.83:0.000795
abd-A	CG9839	4631474	4631774	(-)	864.83	0.000795	4631478:864.83:0.000795
abd-A	CG5687	1939053	1939353	(-)	953.95	0.000404	1939298:953.95:0.000404 1939149:941.22:0.000600
abd-A	CG8916	15815737	15816037	(+)	953.95	0.000404	15815902:953.95:0.000404
abd-A	cad	20780908	20781208	(+)	953.95	0.000404	20780964:953.95:0.000404
abd-A	skpF	19346232	19346532	(-)	941.22	0.000600	19346385:941.22:0.000600
abd-A	Dcp2	15817254	15817554	(-)	1246.78	0.000117	15817396:1246.78:0.000117 15817479:864.83:0.000795
abd-A	CG15909	2570440	2570740	(+)	1246.78	0.000117	2570518:1246.78:0.000117 2570710:941.22:0.000600
abd-A	Drat	3420436	3420736	(-)	1157.66	0.000213	3420583:1157.66:0.000213 3420696:1157.66:0.000213
abd-A	CG8920	16207750	16208050	(+)	1246.78	0.000117	16207794:1246.78:0.000117 16207884:1157.66:0.000213
abd-A	CS-2	21955250	21955550	(+)	852.10	0.000987	21955291:852.10:0.000987
abd-A	CG8216	4855639	4855939	(-)	1157.66	0.000213	4855932:1157.66:0.000213 4855821:864.83:0.000795 4855770:852.10:0.000987
abd-A	nbs	9716244	9716544	(-)	941.22	0.000600	9716407:941.22:0.000600
abd-A	CG7430	17839885	17840185	(+)	1246.78	0.000117	17839896:1246.78:0.000117
abd-A	RpIII128	7926295	7926595	(+)	953.95	0.000404	7926424:953.95:0.000404
abd-A	PIP5K59B	18762041	18762341	(+)	941.22	0.000600	18762056:941.22:0.000600
abd-A	CG10834	22107254	22107554	(-)	953.95	0.000404	22107411:953.95:0.000404
abd-A	P5cr-2	13361156	13361456	(+)	941.22	0.000600	13361252:941.22:0.000600
abd-A	CG10638	12494361	12494661	(-)	1246.78	0.000117	12494578:1246.78:0.000117 12494457:941.22:0.000600
abd-A	CG17684	1005167	1005467	(-)	1246.78	0.000117	1005247:1246.78:0.000117 1005421:1246.78:0.000117 1005281:1030.34:0.000308 1005442:941.22:0.000600
abd-A	app	12207500	12207800	(-)	1157.66	0.000213	12207733:1157.66:0.000213
abd-A	CG18754	19509528	19509828	(+)	852.10	0.000987	19509714:852.10:0.000987
abd-A	CG5381	10323052	10323352	(-)	941.22	0.000600	10323112:941.22:0.000600
abd-A	phyl	10319792	10320092	(-)	941.22	0.000600	10319984:941.22:0.000600
abd-A	CG31961	4187743	4188043	(-)	1246.78	0.000117	4187918:1246.78:0.000117
abd-A	CG12963	11443513	11443813	(+)	864.83	0.000795	11443616:864.83:0.000795
abd-A	CG9722	9979501	9979801	(-)	941.22	0.000600	9979750:941.22:0.000600 9979618:864.83:0.000795
abd-A	CG42389	16656846	16657146	(+)	1246.78	0.000117	16656874:1246.78:0.000117
abd-A	AnxB11	16316248	16316548	(-)	852.10	0.000987	16316488:852.10:0.000987
abd-A	CG32269	3208935	3209235	(-)	941.22	0.000600	3209213:941.22:0.000600
abd-A	CG5196	8233787	8234087	(+)	941.22	0.000600	8233931:941.22:0.000600 8233886:864.83:0.000795
abd-A	CG3680	20802518	20802818	(+)	1157.66	0.000213	20802694:1157.66:0.000213
abd-A	pdgy	14847515	14847815	(-)	852.10	0.000987	14847774:852.10:0.000987
abd-A	CG42231	16352578	16352878	(-)	1246.78	0.000117	16352773:1246.78:0.000117
abd-A	CG6125	11231177	11231477	(-)	953.95	0.000404	11231420:953.95:0.000404
abd-A	CG43090	6093874	6094174	(-)	1246.78	0.000117	6094026:1246.78:0.000117
abd-A	CG10219	19586272	19586572	(-)	1246.78	0.000117	19586484:1246.78:0.000117
abd-A	fax	16404878	16405178	(-)	852.10	0.000987	16405170:852.10:0.000987
abd-A	CG1544	27022387	27022687	(+)	1246.78	0.000117	27022486:1246.78:0.000117
abd-A	frac	7555459	7555759	(+)	1246.78	0.000117	7555481:1246.78:0.000117 7555501:941.22:0.000600 7555584:852.10:0.000987
abd-A	CG7631	15628427	15628727	(+)	864.83	0.000795	15628637:864.83:0.000795 15628659:852.10:0.000987 15628669:852.10:0.000987
abd-A	wls	11162675	11162975	(-)	1157.66	0.000213	11162839:1157.66:0.000213
abd-A	CNT1	4969649	4969949	(+)	941.22	0.000600	4969702:941.22:0.000600 4969858:941.22:0.000600 4969820:864.83:0.000795
abd-A	CG13322	8823990	8824290	(-)	941.22	0.000600	8824227:941.22:0.000600
abd-A	CG34268	500714	501014	(+)	864.83	0.000795	500844:864.83:0.000795
abd-A	pgant5	5093542	5093842	(-)	953.95	0.000404	5093707:953.95:0.000404
abd-A	spz3	7879502	7879802	(-)	864.83	0.000795	7879584:864.83:0.000795
abd-A	SP1029	25074576	25074876	(-)	941.22	0.000600	25074821:941.22:0.000600
abd-A	Hsc70-3	11699347	11699647	(-)	852.10	0.000987	11699548:852.10:0.000987
abd-A	CG7714	14552106	14552406	(-)	953.95	0.000404	14552294:953.95:0.000404 14552233:852.10:0.000987
abd-A	CG34435	5508450	5508750	(-)	1246.78	0.000117	5508605:1246.78:0.000117
abd-A	CG32576	16182516	16182816	(-)	1246.78	0.000117	16182621:1246.78:0.000117
abd-A	CG11337	27230412	27230712	(-)	852.10	0.000987	27230443:852.10:0.000987
abd-A	dUTPase	11011061	11011361	(+)	1246.78	0.000117	11011207:1246.78:0.000117 11011168:941.22:0.000600 11011195:941.22:0.000600
abd-A	PICK1	12695585	12695885	(+)	1246.78	0.000117	12695764:1246.78:0.000117 12695863:941.22:0.000600
abd-A	CG33635	158614	158914	(-)	864.83	0.000795	158906:864.83:0.000795
abd-A	Tnks	21486958	21487258	(-)	1246.78	0.000117	21487113:1246.78:0.000117
abd-A	CG6244	15801171	15801471	(+)	1246.78	0.000117	15801460:1246.78:0.000117
abd-A	nompA	7206131	7206431	(-)	1246.78	0.000117	7206331:1246.78:0.000117
abd-A	Dscam4	8231496	8231796	(+)	1246.78	0.000117	8231556:1246.78:0.000117 8231718:941.22:0.000600
abd-A	CG15203	10960342	10960642	(+)	953.95	0.000404	10960461:953.95:0.000404
abd-A	CG1578	11710534	11710834	(-)	1030.34	0.000308	11710659:1030.34:0.000308 11710677:941.22:0.000600 11710668:864.83:0.000795
abd-A	Atg18a	8179844	8180144	(+)	941.22	0.000600	8179949:941.22:0.000600
abd-A	CG43174	17926881	17927181	(+)	941.22	0.000600	17927059:941.22:0.000600
abd-A	Nek2	7785629	7785929	(-)	941.22	0.000600	7785822:941.22:0.000600 7785830:864.83:0.000795
abd-A	Acsl	4563331	4563631	(+)	941.22	0.000600	4563539:941.22:0.000600 4563431:852.10:0.000987
abd-A	CG6145	9435032	9435332	(-)	1246.78	0.000117	9435090:1246.78:0.000117
abd-A	CG18324	10056040	10056340	(+)	1246.78	0.000117	10056140:1246.78:0.000117 10056088:1030.34:0.000308 10056268:852.10:0.000987
abd-A	CG31715	10341365	10341665	(+)	1246.78	0.000117	10341450:1246.78:0.000117 10341598:864.83:0.000795
abd-A	pita	19442185	19442485	(-)	941.22	0.000600	19442467:941.22:0.000600
abd-A	CG15927	12348511	12348811	(+)	1030.34	0.000308	12348690:1030.34:0.000308
abd-A	CG8833	13922050	13922350	(-)	1246.78	0.000117	13922339:1246.78:0.000117
abd-A	CG15674	17519261	17519561	(+)	852.10	0.000987	17519272:852.10:0.000987
abd-A	He	13972897	13973197	(-)	953.95	0.000404	13973063:953.95:0.000404 13973182:852.10:0.000987
abd-A	CG30122	14526725	14527025	(-)	1157.66	0.000213	14526898:1157.66:0.000213 14526973:864.83:0.000795
abd-A	CG13625	20410832	20411132	(-)	1246.78	0.000117	20410992:1246.78:0.000117
abd-A	CG34402	8214321	8214621	(+)	864.83	0.000795	8214540:864.83:0.000795
abd-A	P5cr-2	13360286	13360586	(+)	1030.34	0.000308	13360416:1030.34:0.000308
abd-A	CG8878	8038512	8038812	(-)	953.95	0.000404	8038616:953.95:0.000404 8038644:953.95:0.000404
abd-A	CG4968	10306671	10306971	(+)	864.83	0.000795	10306762:864.83:0.000795
abd-A	Cpsf100	24860329	24860629	(+)	953.95	0.000404	24860372:953.95:0.000404
abd-A	cyr	8023268	8023568	(-)	941.22	0.000600	8023509:941.22:0.000600
abd-A	CG7386	6182594	6182894	(+)	864.83	0.000795	6182813:864.83:0.000795
abd-A	CG12716	12870214	12870514	(-)	864.83	0.000795	12870446:864.83:0.000795
abd-A	CG12384	7246624	7246924	(-)	941.22	0.000600	7246858:941.22:0.000600
abd-A	CG42685	14730127	14730427	(-)	1246.78	0.000117	14730368:1246.78:0.000117 14730190:953.95:0.000404
abd-A	mTerf3	20513822	20514122	(-)	852.10	0.000987	20514028:852.10:0.000987
abd-A	Tom40	7631143	7631443	(+)	852.10	0.000987	7631209:852.10:0.000987
abd-A	Amy-d	13012018	13012318	(+)	1030.34	0.000308	13012076:1030.34:0.000308
abd-A	gish	12098472	12098772	(+)	1030.34	0.000308	12098633:1030.34:0.000308 12098535:864.83:0.000795
abd-A	Btd	6113310	6113610	(-)	1157.66	0.000213	6113582:1157.66:0.000213
abd-A	MED11	18738705	18739005	(+)	852.10	0.000987	18738785:852.10:0.000987
abd-A	scpr-B	7066663	7066963	(-)	864.83	0.000795	7066691:864.83:0.000795
abd-A	roq	16371616	16371916	(-)	1030.34	0.000308	16371841:1030.34:0.000308
abd-A	Dp1	14299281	14299581	(+)	1246.78	0.000117	14299382:1246.78:0.000117
abd-A	Tcp-1eta	4627035	4627335	(+)	852.10	0.000987	4627178:852.10:0.000987
abd-A	CG14301	14467129	14467429	(-)	953.95	0.000404	14467412:953.95:0.000404
abd-A	Syx18	20451234	20451534	(-)	941.22	0.000600	20451373:941.22:0.000600
abd-A	CG15892	6189098	6189398	(-)	953.95	0.000404	6189338:953.95:0.000404
abd-A	CG30280	18000843	18001143	(+)	864.83	0.000795	18000949:864.83:0.000795
abd-A	CG18178	9712113	9712413	(-)	1157.66	0.000213	9712252:1157.66:0.000213
abd-A	Lis-1	12066080	12066380	(+)	941.22	0.000600	12066247:941.22:0.000600
abd-A	CG9205	1034446	1034746	(+)	953.95	0.000404	1034544:953.95:0.000404
abd-A	CG9466	8776213	8776513	(-)	1157.66	0.000213	8776393:1157.66:0.000213
abd-A	Chrac-16	11911944	11912244	(-)	852.10	0.000987	11912075:852.10:0.000987
abd-A	CG1746	27044576	27044876	(-)	864.83	0.000795	27044589:864.83:0.000795
abd-A	CG5541	14937905	14938205	(+)	941.22	0.000600	14937993:941.22:0.000600 14938044:852.10:0.000987
abd-A	betaNACtes4	14274133	14274433	(+)	941.22	0.000600	14274214:941.22:0.000600
abd-A	stl	18699876	18700176	(+)	1030.34	0.000308	18700137:1030.34:0.000308
abd-A	CG8520	8310185	8310485	(+)	864.83	0.000795	8310393:864.83:0.000795
abd-A	Dys	15289004	15289304	(+)	953.95	0.000404	15289088:953.95:0.000404 15289071:852.10:0.000987
abd-A	CG3294	4794298	4794598	(+)	852.10	0.000987	4794449:852.10:0.000987 4794509:852.10:0.000987
abd-A	CG7071	18188368	18188668	(+)	864.83	0.000795	18188535:864.83:0.000795
abd-A	PGRP-SB1	16721039	16721339	(-)	852.10	0.000987	16721199:852.10:0.000987
abd-A	CG8248	4807823	4808123	(-)	864.83	0.000795	4808079:864.83:0.000795
abd-A	CG32344	324670	324970	(-)	941.22	0.000600	324819:941.22:0.000600
abd-A	Ctr1A	6555429	6555729	(+)	1030.34	0.000308	6555567:1030.34:0.000308
abd-A	MED1	21627496	21627796	(-)	852.10	0.000987	21627783:852.10:0.000987
abd-A	cag	6781869	6782169	(-)	953.95	0.000404	6781918:953.95:0.000404
abd-A	CG33181	8383130	8383430	(+)	1246.78	0.000117	8383322:1246.78:0.000117 8383292:1157.66:0.000213
abd-A	CG5808	20642679	20642979	(-)	1246.78	0.000117	20642870:1246.78:0.000117
abd-A	jar	20089124	20089424	(-)	953.95	0.000404	20089160:953.95:0.000404
abd-A	Cyp12e1	6260260	6260560	(+)	852.10	0.000987	6260468:852.10:0.000987
abd-A	alpha-Est5	3362062	3362362	(-)	941.22	0.000600	3362074:941.22:0.000600
abd-A	FK506-bp2	15177363	15177663	(+)	864.83	0.000795	15177554:864.83:0.000795
abd-A	CG17199	16035463	16035763	(-)	941.22	0.000600	16035594:941.22:0.000600 16035576:852.10:0.000987
abd-A	RpS18	16151324	16151624	(+)	852.10	0.000987	16151480:852.10:0.000987 16151567:852.10:0.000987
abd-A	ana3	8232237	8232537	(+)	941.22	0.000600	8232315:941.22:0.000600
abd-A	CG34245	14887466	14887766	(-)	852.10	0.000987	14887609:852.10:0.000987
abd-A	rk	13990669	13990969	(-)	953.95	0.000404	13990819:953.95:0.000404 13990880:941.22:0.000600
abd-A	CG5478	11759406	11759706	(-)	1030.34	0.000308	11759554:1030.34:0.000308
abd-A	pch2	4387436	4387736	(-)	953.95	0.000404	4387674:953.95:0.000404
abd-A	CG31406	6174232	6174532	(+)	941.22	0.000600	6174419:941.22:0.000600 6174326:864.83:0.000795
abd-A	P5cr-2	13361158	13361458	(+)	941.22	0.000600	13361252:941.22:0.000600
abd-A	kst	3336609	3336909	(+)	1246.78	0.000117	3336626:1246.78:0.000117
abd-A	Ser12	2251225	2251525	(-)	1157.66	0.000213	2251372:1157.66:0.000213 2251354:864.83:0.000795
abd-A	tbrd-1	19719055	19719355	(-)	864.83	0.000795	19719152:864.83:0.000795
abd-A	LysD	1211146	1211446	(-)	941.22	0.000600	1211192:941.22:0.000600
abd-A	CG33469	10493757	10494057	(-)	941.22	0.000600	10493826:941.22:0.000600
abd-A	CG13759	2474740	2475040	(+)	1246.78	0.000117	2474868:1246.78:0.000117
abd-A	mdlc	15883219	15883519	(+)	1246.78	0.000117	15883329:1246.78:0.000117
abd-A	CG9960	2759627	2759927	(-)	1246.78	0.000117	2759817:1246.78:0.000117 2759827:864.83:0.000795
abd-A	Spn43Ad	3042879	3043179	(-)	1157.66	0.000213	3042900:1157.66:0.000213 3043168:852.10:0.000987
abd-A	CG43894	12882927	12883227	(+)	1246.78	0.000117	12882932:1246.78:0.000117 12883149:1157.66:0.000213
abd-A	CSN7	4308287	4308587	(+)	941.22	0.000600	4308340:941.22:0.000600 4308408:864.83:0.000795
abd-A	CG6454	20174653	20174953	(+)	1157.66	0.000213	20174802:1157.66:0.000213
abd-A	CG13694	116132	116432	(-)	864.83	0.000795	116263:864.83:0.000795
abd-A	Atac2	18612199	18612499	(-)	953.95	0.000404	18612385:953.95:0.000404 18612440:941.22:0.000600
abd-A	CG5160	7398700	7399000	(-)	864.83	0.000795	7398894:864.83:0.000795 7398916:864.83:0.000795
abd-A	CG5162	17109086	17109386	(+)	1030.34	0.000308	17109173:1030.34:0.000308
abd-A	CG14135	11684420	11684720	(+)	1157.66	0.000213	11684601:1157.66:0.000213
abd-A	CG13538	18974449	18974749	(+)	1246.78	0.000117	18974469:1246.78:0.000117
abd-A	pzg	21278948	21279248	(+)	941.22	0.000600	21278993:941.22:0.000600 21279010:864.83:0.000795
abd-A	CG13250	20527047	20527347	(+)	864.83	0.000795	20527277:864.83:0.000795
abd-A	CG31798	19393909	19394209	(+)	953.95	0.000404	19394071:953.95:0.000404
abd-A	CG1516	5743865	5744165	(-)	1246.78	0.000117	5743986:1246.78:0.000117
abd-A	CASK	17633574	17633874	(-)	852.10	0.000987	17633607:852.10:0.000987
abd-A	P32	13560095	13560395	(-)	941.22	0.000600	13560366:941.22:0.000600
abd-A	CG3494	20361571	20361871	(+)	1246.78	0.000117	20361632:1246.78:0.000117
abd-A	Ir7e	7775662	7775962	(-)	864.83	0.000795	7775833:864.83:0.000795
abd-A	CG30050	8296208	8296508	(+)	1246.78	0.000117	8296353:1246.78:0.000117
abd-A	prtp	11610794	11611094	(+)	941.22	0.000600	11610926:941.22:0.000600
abd-A	CG10144	6488347	6488647	(-)	953.95	0.000404	6488463:953.95:0.000404 6488600:864.83:0.000795
abd-A	l(2)k09913	18954545	18954845	(+)	1157.66	0.000213	18954694:1157.66:0.000213
abd-A	CG5768	20216011	20216311	(-)	953.95	0.000404	20216137:953.95:0.000404
abd-A	Tal	19827682	19827982	(+)	953.95	0.000404	19827818:953.95:0.000404
abd-A	mrj	12109248	12109548	(-)	941.22	0.000600	12109471:941.22:0.000600
abd-A	CG44014	11334558	11334858	(-)	1157.66	0.000213	11334645:1157.66:0.000213
abd-A	Ucp4C	5968315	5968615	(+)	941.22	0.000600	5968351:941.22:0.000600
abd-A	CG11357	4541869	4542169	(+)	852.10	0.000987	4541945:852.10:0.000987
abd-A	CG42554	835432	835732	(+)	864.83	0.000795	835541:864.83:0.000795
abd-A	CG43647	2907387	2907687	(+)	1157.66	0.000213	2907480:1157.66:0.000213 2907607:941.22:0.000600
abd-A	CSN8	8364604	8364904	(+)	941.22	0.000600	8364744:941.22:0.000600
abd-A	alphaTub84D	3356224	3356524	(+)	953.95	0.000404	3356393:953.95:0.000404
abd-A	CG14495	13937180	13937480	(-)	852.10	0.000987	13937340:852.10:0.000987
abd-A	Ir94c	17945126	17945426	(-)	953.95	0.000404	17945328:953.95:0.000404
