external_id	canonical_transcript_id	organism_id	chromosome	start	end	strand	status	symbol	aliases	description	
ENSG00000115350	ENST00000483063	homo_sapiens	2	75185618	75197255	+	KNOWN	POLE4		polymerase (DNA-directed), epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:18755]	
ENSG00000165195	ENST00000333590	homo_sapiens	X	15337572	15353676	-	KNOWN	PIGA	PIGA, GPI3, MCAHS2, PIG-A	phosphatidylinositol glycan anchor biosynthesis, class A [Source:HGNC Symbol;Acc:8957]	
ENSG00000004455	ENST00000354858	homo_sapiens	1	33473584	33546597	-	KNOWN	AK2	AK2, ADK2, AK 2	adenylate kinase 2 [Source:HGNC Symbol;Acc:362]	
ENSG00000116898	ENST00000373116	homo_sapiens	1	36921318	36930038	-	KNOWN	MRPS15	MRPS15, MPR-S15, RPMS15, S15mt	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:14504]	
ENSG00000154473	ENST00000368865	homo_sapiens	10	124913792	124924886	+	KNOWN	BUB3	BUB3, BUB3L, hBUB3	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:1151]	
ENSG00000138668	ENST00000313899	homo_sapiens	4	83273650	83295656	-	KNOWN	HNRNPD		heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) [Source:HGNC Symbol;Acc:5036]	
ENSG00000137133	ENST00000259667	homo_sapiens	9	35812956	35815351	-	KNOWN	HINT2	HINT2, HIT-17	histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:18344]	
ENSG00000137770	ENST00000260327	homo_sapiens	15	44719431	44821236	+	KNOWN	CTDSPL2	CTDSPL2, HSPC129	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 [Source:HGNC Symbol;Acc:26936]	
ENSG00000138286	ENST00000242505	homo_sapiens	10	74927923	75004262	+	KNOWN	FAM149B1		family with sequence similarity 149, member B1 [Source:HGNC Symbol;Acc:29162]	
ENSG00000116095	ENST00000234453	homo_sapiens	2	179345194	179370093	+	KNOWN	PLEKHA3		pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 [Source:HGNC Symbol;Acc:14338]	
ENSG00000147854	ENST00000276893	homo_sapiens	9	6413150	6507054	+	KNOWN	UHRF2	UHRF2, NIRF, RNF107, URF2	ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12557]	
ENSG00000173960	ENST00000309033	homo_sapiens	2	24150154	24227779	+	KNOWN	UBXN2A		UBX domain protein 2A [Source:HGNC Symbol;Acc:27265]	
ENSG00000242485	ENST00000344843	homo_sapiens	1	1337287	1342693	-	KNOWN	MRPL20	MRPL20, L20mt, MRP-L20	mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:14478]	
ENSG00000159335	ENST00000309083	homo_sapiens	12	6874681	6880116	+	KNOWN	PTMS	PTMS, ParaT	parathymosin [Source:HGNC Symbol;Acc:9629]	
ENSG00000104131	ENST00000261868	homo_sapiens	15	44829254	44855227	+	KNOWN	EIF3J	EIF3J, EIF3S1, eIF3-alpha, eIF3-p35	eukaryotic translation initiation factor 3, subunit J [Source:HGNC Symbol;Acc:3270]	
ENSG00000132964	ENST00000381527	homo_sapiens	13	26828275	26979375	+	KNOWN	CDK8	CDK8, K35	cyclin-dependent kinase 8 [Source:HGNC Symbol;Acc:1779]	
ENSG00000186314	ENST00000334744	homo_sapiens	5	144851361	145214932	-	KNOWN	PRELID2		PRELI domain containing 2 [Source:HGNC Symbol;Acc:28306]	
ENSG00000204279	ENST00000519203	homo_sapiens	X	55284847	55291279	-	KNOWN	PAGE3	PAGE3, CT16.6, GAGED1, PAGE-3	P antigen family, member 3 (prostate associated) [Source:HGNC Symbol;Acc:4110]	
ENSG00000196923	ENST00000355841	homo_sapiens	5	176910394	176924607	-	KNOWN	PDLIM7	PDLIM7, LMP1, LMP3	PDZ and LIM domain 7 (enigma) [Source:HGNC Symbol;Acc:22958]	
ENSG00000147140	ENST00000276079	homo_sapiens	X	70503041	70521018	+	KNOWN	NONO	NONO, NMT55, NRB54, P54, P54NRB	non-POU domain containing, octamer-binding [Source:HGNC Symbol;Acc:7871]	
ENSG00000144659	ENST00000273158	homo_sapiens	3	39424838	39438842	+	KNOWN	SLC25A38		solute carrier family 25, member 38 [Source:HGNC Symbol;Acc:26054]	
ENSG00000198805	ENST00000361505	homo_sapiens	14	20937112	20945253	+	KNOWN	PNP		purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:7892]	
ENSG00000116473	ENST00000369709	homo_sapiens	1	112084839	112259313	+	KNOWN	RAP1A	RAP1A, KREV-1, KREV1, RAP1, SMGP21	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9855]	
ENSG00000137221	ENST00000372445	homo_sapiens	6	43445260	43474294	+	KNOWN	TJAP1	TJAP1, PILT, TJP4	tight junction associated protein 1 (peripheral) [Source:HGNC Symbol;Acc:17949]	
ENSG00000130066	ENST00000379270	homo_sapiens	X	23801289	23804343	+	KNOWN	SAT1	SAT1, DC21, KFSD, KFSDX, SAT, SSAT, SSAT-1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:10540]	
ENSG00000116478	ENST00000373548	homo_sapiens	1	32757686	32799236	+	KNOWN	HDAC1	HDAC1, GON-10, HD1, RPD3, RPD3L1	histone deacetylase 1 [Source:HGNC Symbol;Acc:4852]	
ENSG00000133818	ENST00000256196	homo_sapiens	11	14299471	14386052	-	KNOWN	RRAS2	RRAS2, TC21	related RAS viral (r-ras) oncogene homolog 2 [Source:HGNC Symbol;Acc:17271]	
ENSG00000107443	ENST00000465148	homo_sapiens	10	97803150	97820627	+	KNOWN	CCNJ	CCNJ, bA690P14.1	cyclin J [Source:HGNC Symbol;Acc:23434]	
ENSG00000106245	ENST00000403633	homo_sapiens	7	99006263	99017239	+	KNOWN	BUD31	BUD31, Cwc14, EDG-2, EDG2, G10, YCR063W, fSAP17	BUD31 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29629]	
ENSG00000087253	ENST00000262134	homo_sapiens	16	55542909	55620582	+	KNOWN	LPCAT2	LPCAT2, AYTL1, LysoPAFAT	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:26032]	
ENSG00000130119	ENST00000336470	homo_sapiens	X	54556643	54587504	+	KNOWN	GNL3L		guanine nucleotide binding protein-like 3 (nucleolar)-like [Source:HGNC Symbol;Acc:25553]	
ENSG00000100836	ENST00000216727	homo_sapiens	14	23790497	23795394	+	KNOWN	PABPN1		poly(A) binding protein, nuclear 1 [Source:HGNC Symbol;Acc:8565]	
ENSG00000120509	ENST00000239666	homo_sapiens	X	69506444	69510364	-	KNOWN	PDZD11	PDZD11, AIPP1, PDZK11, PISP	PDZ domain containing 11 [Source:HGNC Symbol;Acc:28034]	
ENSG00000117450	ENST00000262746	homo_sapiens	1	45976707	45988719	-	KNOWN	PRDX1	PRDX1, MSP23, NKEF-A, NKEFA, PAG, PAGA, PAGB, PRX1, PRXI, TDPX2	peroxiredoxin 1 [Source:HGNC Symbol;Acc:9352]	
ENSG00000100129	ENST00000412331	homo_sapiens	22	38244874	38285414	+	KNOWN	EIF3L	EIF3L, EIF3EIP, EIF3S11, EIF3S6IP, HSPC021, HSPC025, MSTP005	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:18138]	
ENSG00000175782	ENST00000398004	homo_sapiens	12	69139885	69187508	+	KNOWN	SLC35E3		solute carrier family 35, member E3 [Source:HGNC Symbol;Acc:20864]	
ENSG00000179632	ENST00000322428	homo_sapiens	8	145159401	145162514	+	KNOWN	MAF1		MAF1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24966]	
ENSG00000169180	ENST00000304658	homo_sapiens	16	28109299	28223241	-	KNOWN	XPO6	XPO6, EXP6, RANBP20	exportin 6 [Source:HGNC Symbol;Acc:19733]	
ENSG00000213366	ENST00000241337	homo_sapiens	1	110210643	110252171	+	KNOWN	GSTM2	GSTM2, GST4, GSTM, GSTM2-2, GTHMUS	glutathione S-transferase mu 2 (muscle) [Source:HGNC Symbol;Acc:4634]	
ENSG00000149084	ENST00000278353	homo_sapiens	11	43577985	43878167	+	KNOWN	HSD17B12	HSD17B12, KAR, SDR12C1	hydroxysteroid (17-beta) dehydrogenase 12 [Source:HGNC Symbol;Acc:18646]	
ENSG00000143164	ENST00000367840	homo_sapiens	1	167905020	168045081	+	KNOWN	DCAF6	DCAF6, 1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP, PC326	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:30002]	
ENSG00000131732	ENST00000254037	homo_sapiens	5	80597408	80609116	+	KNOWN	ZCCHC9	ZCCHC9, PPP1R41	zinc finger, CCHC domain containing 9 [Source:HGNC Symbol;Acc:25424]	
ENSG00000135698	ENST00000258169	homo_sapiens	16	82181402	82203831	-	KNOWN	MPHOSPH6	MPHOSPH6, MPP, MPP-6, MPP6	M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:7214]	
ENSG00000229729	ENST00000473136	homo_sapiens	3	88108423	88188123	+	NOVEL	RP11-159G9.5			
ENSG00000211452	ENST00000361921	homo_sapiens	1	54356911	54376759	+	KNOWN	DIO1	DIO1, 5DI, TXDI1	deiodinase, iodothyronine, type I [Source:HGNC Symbol;Acc:2883]	
ENSG00000110200	ENST00000227618	homo_sapiens	11	71817423	71823826	-	KNOWN	ANAPC15	ANAPC15, APC15, C11orf51	anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:24531]	
ENSG00000163002	ENST00000295119	homo_sapiens	2	183982240	184026408	+	KNOWN	NUP35	NUP35, MP-44, MP44, NP44, NUP53	nucleoporin 35kDa [Source:HGNC Symbol;Acc:29797]	
ENSG00000102743	ENST00000338625	homo_sapiens	13	41363547	41384247	+	KNOWN	SLC25A15		solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15 [Source:HGNC Symbol;Acc:10985]	
ENSG00000123179	ENST00000242827	homo_sapiens	13	50234858	50265611	-	KNOWN	EBPL	EBPL, EBRP	emopamil binding protein-like [Source:HGNC Symbol;Acc:18061]	
ENSG00000046651	ENST00000340096	homo_sapiens	X	13752831	13787480	+	KNOWN	OFD1	OFD1, 71-7A, CXorf5, JBTS10, RP23, SGBS2	oral-facial-digital syndrome 1 [Source:HGNC Symbol;Acc:2567]	
ENSG00000013306	ENST00000377095	homo_sapiens	17	42396992	42402238	-	KNOWN	SLC25A39	SLC25A39, CGI69	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	
ENSG00000149716	ENST00000279147	homo_sapiens	11	69467843	69490184	-	KNOWN	ORAOV1	ORAOV1, TAOS1	oral cancer overexpressed 1 [Source:HGNC Symbol;Acc:17589]	
ENSG00000111247	ENST00000228843	homo_sapiens	12	4647949	4669214	+	KNOWN	RAD51AP1	RAD51AP1, PIR51	RAD51 associated protein 1 [Source:HGNC Symbol;Acc:16956]	
ENSG00000091844	ENST00000367225	homo_sapiens	6	153325593	153452384	-	KNOWN	RGS17	RGS17, RGS-17, RGSZ2, hRGS17	regulator of G-protein signaling 17 [Source:HGNC Symbol;Acc:14088]	
ENSG00000135747	ENST00000366503	homo_sapiens	1	247108848	247242113	-	KNOWN	ZNF670		zinc finger protein 670 [Source:HGNC Symbol;Acc:28167]	
ENSG00000147065	ENST00000360270	homo_sapiens	X	64887536	64961791	+	KNOWN	MSN	MSN, HEL70	moesin [Source:HGNC Symbol;Acc:7373]	
ENSG00000142549	ENST00000270642	homo_sapiens	19	51815101	51833608	+	KNOWN	IGLON5		IgLON family member 5 [Source:HGNC Symbol;Acc:34550]	
ENSG00000149089	ENST00000395787	homo_sapiens	11	34874640	34938046	-	KNOWN	APIP	APIP, APIP2, CGI29, MMRP19, hAPIP	APAF1 interacting protein [Source:HGNC Symbol;Acc:17581]	
ENSG00000179335	ENST00000395066	homo_sapiens	15	74890840	74932057	+	KNOWN	CLK3	CLK3, PHCLK3, PHCLK3/152	CDC-like kinase 3 [Source:HGNC Symbol;Acc:2071]	
ENSG00000145287	ENST00000426923	homo_sapiens	4	84011200	84058228	-	KNOWN	PLAC8	PLAC8, C15, onzin	placenta-specific 8 [Source:HGNC Symbol;Acc:19254]	
ENSG00000112697	ENST00000230461	homo_sapiens	6	75962639	75994684	-	KNOWN	TMEM30A	TMEM30A, C6orf67, CDC50A	transmembrane protein 30A [Source:HGNC Symbol;Acc:16667]	
ENSG00000136504	ENST00000259021	homo_sapiens	17	47865916	47906458	+	KNOWN	KAT7	KAT7, HBO1, HBOA, MYST2, ZC2HC7	K(lysine) acetyltransferase 7 [Source:HGNC Symbol;Acc:17016]	
ENSG00000182093	ENST00000333781	homo_sapiens	21	40752169	40800454	+	KNOWN	WRB	WRB, CHD5	tryptophan rich basic protein [Source:HGNC Symbol;Acc:12790]	
ENSG00000144401	ENST00000411432	homo_sapiens	2	208445354	208490652	-	KNOWN	METTL21A	METTL21A, FAM119A, HCA557b, HSPA-KMT	methyltransferase like 21A [Source:HGNC Symbol;Acc:30476]	
ENSG00000136247	ENST00000396706	homo_sapiens	7	6617064	6629005	+	KNOWN	ZDHHC4	ZDHHC4, ZNF374	zinc finger, DHHC-type containing 4 [Source:HGNC Symbol;Acc:18471]	
ENSG00000101266	ENST00000217244	homo_sapiens	20	459115	524482	-	KNOWN	CSNK2A1		casein kinase 2, alpha 1 polypeptide [Source:HGNC Symbol;Acc:2457]	
ENSG00000180370	ENST00000327134	homo_sapiens	3	196466727	196559518	+	KNOWN	PAK2	PAK2, PAK65, PAKgamma	p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:8591]	
ENSG00000152942	ENST00000509734	homo_sapiens	5	68665119	68710628	+	KNOWN	RAD17	RAD17, CCYC, HRAD17, R24L, RAD17SP, RAD24	RAD17 homolog (S. pombe) [Source:HGNC Symbol;Acc:9807]	
ENSG00000172775	ENST00000309137	homo_sapiens	16	57186377	57220028	-	KNOWN	FAM192A	FAM192A, C16orf94, CDA018, NIP30	family with sequence similarity 192, member A [Source:HGNC Symbol;Acc:29856]	
ENSG00000050130	ENST00000261247	homo_sapiens	14	59951160	59972128	+	KNOWN	JKAMP		JNK1/MAPK8-associated membrane protein [Source:HGNC Symbol;Acc:20184]	
ENSG00000187325	ENST00000341864	homo_sapiens	X	77385244	77395203	-	KNOWN	TAF9B	TAF9B, DN-7, DN7, TAF9L, TAFII31L, TFIID-31	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa [Source:HGNC Symbol;Acc:17306]	
ENSG00000173226	ENST00000310864	homo_sapiens	3	121488609	121553926	-	KNOWN	IQCB1	IQCB1, NPHP5, PIQ, SLSN5	IQ motif containing B1 [Source:HGNC Symbol;Acc:28949]	
ENSG00000115762	ENST00000409158	homo_sapiens	2	131862419	132111282	+	KNOWN	PLEKHB2	PLEKHB2, EVT2	pleckstrin homology domain containing, family B (evectins) member 2 [Source:HGNC Symbol;Acc:19236]	
ENSG00000070756	ENST00000318607	homo_sapiens	8	101698043	101735037	-	KNOWN	PABPC1	PABPC1, PAB1, PABP, PABP1, PABPC2, PABPL1	poly(A) binding protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:8554]	
ENSG00000196937	ENST00000359943	homo_sapiens	7	120988904	121036418	-	KNOWN	FAM3C	FAM3C, ILEI	family with sequence similarity 3, member C [Source:HGNC Symbol;Acc:18664]	
ENSG00000130725	ENST00000253023	homo_sapiens	19	59067078	59070327	-	KNOWN	UBE2M	UBE2M, UBC-RS2, UBC12, hUbc12	ubiquitin-conjugating enzyme E2M [Source:HGNC Symbol;Acc:12491]	
ENSG00000154889	ENST00000588072	homo_sapiens	18	11882620	11909222	-	KNOWN	MPPE1	MPPE1, PGAP5	metallophosphoesterase 1 [Source:HGNC Symbol;Acc:15988]	
ENSG00000099817	ENST00000215587	homo_sapiens	19	1086593	1095598	-	KNOWN	POLR2E		polymerase (RNA) II (DNA directed) polypeptide E, 25kDa [Source:HGNC Symbol;Acc:9192]	
ENSG00000256453	ENST00000542735	homo_sapiens	5	140050378	140053171	-	KNOWN	DND1	DND1, RBMS4	dead end homolog 1 (zebrafish) [Source:HGNC Symbol;Acc:23799]	
ENSG00000100483	ENST00000395860	homo_sapiens	14	50575349	50583318	-	KNOWN	METTL21D	VCPKMT, C14orf138, METTL21D, VCP-KMT	methyltransferase like 21D [Source:HGNC Symbol;Acc:20352]	
ENSG00000117614	ENST00000236273	homo_sapiens	1	25549169	25558993	-	KNOWN	SYF2		SYF2 homolog, RNA splicing factor (S. cerevisiae) [Source:HGNC Symbol;Acc:19824]	
ENSG00000197601	ENST00000354817	homo_sapiens	11	13690216	13753893	+	KNOWN	FAR1	FAR1, MLSTD2, SDR10E1	fatty acyl CoA reductase 1 [Source:HGNC Symbol;Acc:26222]	
ENSG00000269666	ENST00000597340	homo_sapiens	HG1426_PATCH	77326141	77390250	+	KNOWN	PGK1		phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:8896]	
ENSG00000180979	ENST00000323443	homo_sapiens	15	42834719	42841000	-	KNOWN	LRRC57		leucine rich repeat containing 57 [Source:HGNC Symbol;Acc:26719]	
ENSG00000113013	ENST00000297185	homo_sapiens	5	137890570	137911133	-	KNOWN	HSPA9	HSPA9, CSA, GRP-75, GRP75, HEL-S-124m, HSPA9B, MOT, MOT2, MTHSP75, PBP74	heat shock 70kDa protein 9 (mortalin) [Source:HGNC Symbol;Acc:5244]	
ENSG00000134375	ENST00000367287	homo_sapiens	1	201924618	201939789	+	KNOWN	TIMM17A	TIMM17A, TIM17, TIM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast) [Source:HGNC Symbol;Acc:17315]	
ENSG00000164031	ENST00000442697	homo_sapiens	4	100817404	100867883	-	KNOWN	DNAJB14	DNAJB14, EGNR9427, PRO34683	DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:HGNC Symbol;Acc:25881]	
ENSG00000164039	ENST00000296424	homo_sapiens	4	104000591	104021040	-	KNOWN	BDH2		3-hydroxybutyrate dehydrogenase, type 2 [Source:HGNC Symbol;Acc:32389]	
ENSG00000170035	ENST00000410062	homo_sapiens	2	181831974	181941312	+	KNOWN	UBE2E3	UBE2E3, UBCH9, UbcM2	ubiquitin-conjugating enzyme E2E 3 [Source:HGNC Symbol;Acc:12479]	
ENSG00000198130	ENST00000359678	homo_sapiens	2	191054460	191208919	-	KNOWN	HIBCH	HIBCH, HIBYLCOAH	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:4908]	
ENSG00000160803	ENST00000368309	homo_sapiens	1	156005091	156023585	-	KNOWN	UBQLN4	UBQLN4, A1U, A1Up, C1orf6, CIP75, UBIN	ubiquilin 4 [Source:HGNC Symbol;Acc:1237]	
ENSG00000111196	ENST00000320756	homo_sapiens	12	10758611	10766222	-	KNOWN	MAGOHB		mago-nashi homolog B (Drosophila) [Source:HGNC Symbol;Acc:25504]	
ENSG00000144895	ENST00000460851	homo_sapiens	3	150264464	150302029	+	KNOWN	EIF2A	EIF2A, EIF-2A, MST089, MSTP004, MSTP089	eukaryotic translation initiation factor 2A, 65kDa [Source:HGNC Symbol;Acc:3254]	
ENSG00000123416	ENST00000336023	homo_sapiens	12	49521564	49525180	-	KNOWN	TUBA1B	TUBA1B, K-ALPHA-1	tubulin, alpha 1b [Source:HGNC Symbol;Acc:18809]	
ENSG00000198000	ENST00000545558	homo_sapiens	9	95059639	95087918	-	KNOWN	NOL8	NOL8, C9orf34, NOP132, bA62C3.3, bA62C3.4	nucleolar protein 8 [Source:HGNC Symbol;Acc:23387]	
ENSG00000169609	ENST00000451195	homo_sapiens	15	83657192	83680393	-	KNOWN	C15orf40		chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:28443]	
ENSG00000175449	ENST00000458310	homo_sapiens	5	94982457	95020477	+	KNOWN	RFESD		Rieske (Fe-S) domain containing [Source:HGNC Symbol;Acc:29587]	
ENSG00000114021	ENST00000394140	homo_sapiens	3	100053544	100074449	+	KNOWN	NIT2		nitrilase family, member 2 [Source:HGNC Symbol;Acc:29878]	
ENSG00000156675	ENST00000330843	homo_sapiens	8	37716135	37756985	-	KNOWN	RAB11FIP1	RAB11FIP1, NOEL1A, RCP, rab11-FIP1	RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:30265]	
ENSG00000177683	ENST00000415914	homo_sapiens	7	108194986	108210194	-	KNOWN	THAP5		THAP domain containing 5 [Source:HGNC Symbol;Acc:23188]	
ENSG00000152242	ENST00000282059	homo_sapiens	18	43753518	43846949	+	KNOWN	C18orf25	C18orf25, ARKL1, RNF111L1	chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:28172]	
ENSG00000105202	ENST00000221801	homo_sapiens	19	40325097	40337054	-	KNOWN	FBL	FBL, FIB, FLRN, RNU3IP1	fibrillarin [Source:HGNC Symbol;Acc:3599]	
ENSG00000167552	ENST00000301071	homo_sapiens	12	49578578	49583107	-	KNOWN	TUBA1A	TUBA1A, B-ALPHA-1, LIS3, TUBA3	tubulin, alpha 1a [Source:HGNC Symbol;Acc:20766]	
ENSG00000123349	ENST00000551018	homo_sapiens	12	53689074	53693234	+	KNOWN	PFDN5	PFDN5, MM-1, MM1, PFD5	prefoldin subunit 5 [Source:HGNC Symbol;Acc:8869]	
ENSG00000104695	ENST00000221138	homo_sapiens	8	30631972	30671830	-	KNOWN	PPP2CB	PPP2CB, PP2Abeta, PP2CB	protein phosphatase 2, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:9300]	
ENSG00000163293	ENST00000295461	homo_sapiens	4	47916158	48042188	+	KNOWN	NIPAL1		NIPA-like domain containing 1 [Source:HGNC Symbol;Acc:27194]	
ENSG00000265228	ENST00000578639	homo_sapiens	HG1287_PATCH	151007890	151039610	+	KNOWN	PRPF3		pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:17348]	
ENSG00000165609	ENST00000491614	homo_sapiens	10	12207323	12238143	-	KNOWN	NUDT5	NUDT5, YSA1, YSA1H, YSAH1, hYSAH1	nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:HGNC Symbol;Acc:8052]	
ENSG00000114686	ENST00000264995	homo_sapiens	3	131181055	131221827	-	KNOWN	MRPL3	MRPL3, COXPD9, MRL3, RPML3	mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:10379]	
ENSG00000108788	ENST00000246912	homo_sapiens	17	40719085	40725257	+	KNOWN	MLX	MLX, MAD7, MXD7, TCFL4, bHLHd13	MLX, MAX dimerization protein [Source:HGNC Symbol;Acc:11645]	
ENSG00000071564	ENST00000262965	homo_sapiens	19	1609290	1652604	-	KNOWN	TCF3	TCF3, E2A, E47, ITF1, TCF-3, VDIR, bHLHb21	transcription factor 3 [Source:HGNC Symbol;Acc:11633]	
ENSG00000114209	ENST00000392750	homo_sapiens	3	167401085	167452727	-	KNOWN	PDCD10	PDCD10, CCM3, TFAR15	programmed cell death 10 [Source:HGNC Symbol;Acc:8761]	
ENSG00000147123	ENST00000276062	homo_sapiens	X	47001614	47004903	-	KNOWN	NDUFB11	NDUFB11, CI-ESSS, ESSS, NP17.3, Np15, P17.3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa [Source:HGNC Symbol;Acc:20372]	
ENSG00000168488	ENST00000395547	homo_sapiens	16	28834355	28848558	+	KNOWN	ATXN2L	ATXN2L, A2D, A2LG, A2LP, A2RP	ataxin 2-like [Source:HGNC Symbol;Acc:31326]	
ENSG00000119185	ENST00000360635	homo_sapiens	2	9543603	9563676	-	KNOWN	ITGB1BP1	ITGB1BP1, ICAP-1A, ICAP-1B, ICAP-1alpha, ICAP1, ICAP1A, ICAP1B	integrin beta 1 binding protein 1 [Source:HGNC Symbol;Acc:23927]	
ENSG00000014641	ENST00000539945	homo_sapiens	2	63815742	63834331	+	KNOWN	MDH1	MDH1, HEL-S-32, MDH-s, MDHA, MGC:1375, MOR2	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:6970]	
ENSG00000214413	ENST00000454061	homo_sapiens	10	112658487	112679032	-	KNOWN	BBIP1	BBIP1, BBIP10, BBS18, NCRNA00081, bA348N5.3	BBSome interacting protein 1 [Source:HGNC Symbol;Acc:28093]	
ENSG00000070367	ENST00000413566	homo_sapiens	14	57670517	57735726	-	KNOWN	EXOC5	EXOC5, HSEC10, PRO1912, SEC10, SEC10L1, SEC10P	exocyst complex component 5 [Source:HGNC Symbol;Acc:10696]	
ENSG00000138600	ENST00000261854	homo_sapiens	15	50999505	51058005	-	KNOWN	SPPL2A	SPPL2A, IMP3, PSL2	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:30227]	
ENSG00000081181	ENST00000261783	homo_sapiens	14	68086514	68118437	+	KNOWN	ARG2		arginase 2 [Source:HGNC Symbol;Acc:664]	
ENSG00000138138	ENST00000308448	homo_sapiens	10	89511268	89601100	-	KNOWN	ATAD1	ATAD1, AFDC1, THORASE	ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:25903]	
ENSG00000101856	ENST00000217971	homo_sapiens	X	118370215	118378429	+	KNOWN	PGRMC1	PGRMC1, HPR6.6, MPR	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:16090]	
ENSG00000005238	ENST00000378561	homo_sapiens	9	35104108	35116338	-	KNOWN	FAM214B	FAM214B, KIAA1539, P1.11659_5, bA182N22.6	family with sequence similarity 214, member B [Source:HGNC Symbol;Acc:25666]	
ENSG00000128654	ENST00000249442	homo_sapiens	2	177134122	177202753	+	KNOWN	MTX2		metaxin 2 [Source:HGNC Symbol;Acc:7506]	
ENSG00000153207	ENST00000326225	homo_sapiens	1	247002399	247095280	-	KNOWN	AHCTF1	AHCTF1, ELYS, MST108, TMBS62	AT hook containing transcription factor 1 [Source:HGNC Symbol;Acc:24618]	
ENSG00000205307	ENST00000538735	homo_sapiens	7	100169854	100171270	-	KNOWN	SAP25		Sin3A-associated protein, 25kDa [Source:HGNC Symbol;Acc:41908]	
ENSG00000122033	ENST00000381116	homo_sapiens	13	28009775	28024739	-	KNOWN	MTIF3	MTIF3, IF3mt	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:29788]	
ENSG00000050344	ENST00000056233	homo_sapiens	7	26191859	26226745	+	KNOWN	NFE2L3	NFE2L3, NRF3	nuclear factor (erythroid-derived 2)-like 3 [Source:HGNC Symbol;Acc:7783]	
ENSG00000164733	ENST00000353047	homo_sapiens	8	11700032	11726957	-	KNOWN	CTSB	CTSB, APPS, CPSB	cathepsin B [Source:HGNC Symbol;Acc:2527]	
ENSG00000159111	ENST00000290208	homo_sapiens	17	45900637	45908900	-	KNOWN	MRPL10	MRPL10, L10MT, MRP-L10, MRP-L8, MRPL8, RPML8	mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:14055]	
ENSG00000154328	ENST00000284503	homo_sapiens	8	11627147	11644855	+	KNOWN	NEIL2	NEIL2, NEH2, NEI2	nei endonuclease VIII-like 2 (E. coli) [Source:HGNC Symbol;Acc:18956]	
ENSG00000080007	ENST00000370336	homo_sapiens	6	74104470	74127292	+	KNOWN	DDX43	DDX43, CT13, HAGE	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:HGNC Symbol;Acc:18677]	
ENSG00000116455	ENST00000235090	homo_sapiens	1	111982511	111991998	-	KNOWN	WDR77	WDR77, MEP-50, MEP50, Nbla10071, p44, p44/Mep50	WD repeat domain 77 [Source:HGNC Symbol;Acc:29652]	
