retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_3872	homo_sapiens	ENSG00000160752		7	76597511	76598567	-	KNOWN_PSEUDOGENE	ENSG00000231087	ENSG00000243566		83.24	
retro_hsap_3873	homo_sapiens	ENSG00000260501	ENSG00000148303	7	76744718	76745204	-	KNOWN_PSEUDOGENE	ENSG00000213542	ENSG00000259628		73.46	
retro_hsap_3874	homo_sapiens	ENSG00000065911		7	82219100	82219893	-	KNOWN_PSEUDOGENE	ENSG00000213530			83.82	
retro_hsap_3875	homo_sapiens	ENSG00000122490		7	88239552	88239983	-	KNOWN_PSEUDOGENE	ENSG00000231763			60.54	
retro_hsap_3876	homo_sapiens	ENSG00000145425		7	94324339	94325129	-	KNOWN_PSEUDOGENE	ENSG00000232385			90.6	
retro_hsap_3877	homo_sapiens	ENSG00000260501	ENSG00000148303	7	96830075	96830491	-	KNOWN_PSEUDOGENE	ENSG00000224475			78.47	
retro_hsap_3878	homo_sapiens	ENSG00000145425		7	97527822	97528432	-	KNOWN_PSEUDOGENE	ENSG00000237818			84.47	
retro_hsap_3879	homo_sapiens	ENSG00000145425		7	98015108	98015612	-	KNOWN_PSEUDOGENE	ENSG00000214389	ENSG00000006453		98.81	
retro_hsap_3880	homo_sapiens	ENSG00000196262		7	98083427	98083918	-	KNOWN_PSEUDOGENE	ENSG00000213455			88.48	
retro_hsap_3881	homo_sapiens	ENSG00000013561		7	98596158	98597551	-	KNOWN_PSEUDOGENE	ENSG00000238109	ENSG00000196367		72.8	
retro_hsap_3882	homo_sapiens	ENSG00000205323		7	99040508	99041119	-	KNOWN_PSEUDOGENE	ENSG00000228335	ENSG00000160917		86.85	
retro_hsap_3883	homo_sapiens	ENSG00000147604		7	99737913	99738305	-	KNOWN_PSEUDOGENE	ENSG00000214142			80.6	
retro_hsap_3884	homo_sapiens	ENSG00000116791		7	102729116	102729647	-	KNOWN_PSEUDOGENE	ENSG00000233025	ENSG00000170632		73.08	
retro_hsap_3885	homo_sapiens	ENSG00000108298		7	102781798	102782386	-	KNOWN_PSEUDOGENE	ENSG00000224415	ENSG00000161048		90.82	
retro_hsap_3886	homo_sapiens	ENSG00000065978		7	105222707	105223612	-	KNOWN_PSEUDOGENE	ENSG00000231167	ENSG00000185055		86.56	
retro_hsap_3887	homo_sapiens	ENSG00000154473		7	108634090	108634910	-	KNOWN_PSEUDOGENE	ENSG00000227968			85.25	
retro_hsap_3888	homo_sapiens	ENSG00000084623		7	109599286	109600241	-	KNOWN_PSEUDOGENE	ENSG00000237064		EIF3IP1, RG208K23	79.75	
retro_hsap_3889	homo_sapiens	ENSG00000100316		7	109638533	109639681	-	KNOWN_PSEUDOGENE	ENSG00000232199			74.68	
retro_hsap_3890	homo_sapiens	ENSG00000148303	ENSG00000260501	7	111611274	111612056	-	KNOWN_PSEUDOGENE	ENSG00000234358	ENSG00000128512		73.78	
retro_hsap_3891	homo_sapiens	ENSG00000027001		7	112375220	112376324	-	KNOWN_PSEUDOGENE	ENSG00000225358			78.59	
retro_hsap_3892	homo_sapiens	ENSG00000130255		7	113937169	113937483	-	KNOWN_PSEUDOGENE	ENSG00000236580	ENSG00000128573		77.06	
retro_hsap_3893	homo_sapiens	ENSG00000143549		7	116612221	116612965	-	KNOWN_PSEUDOGENE	ENSG00000213050	ENSG00000004866		85.89	
retro_hsap_3894	homo_sapiens	ENSG00000084623		7	118590441	118591170	-	KNOWN_PSEUDOGENE	ENSG00000230520			68.98	
retro_hsap_3895	homo_sapiens	ENSG00000063177		7	121080890	121081318	-	KNOWN_PSEUDOGENE	ENSG00000234985			86.11	
retro_hsap_3896	homo_sapiens	ENSG00000198830		7	121597117	121597373	-	NOVEL		ENSG00000106278		85.87	
retro_hsap_3897	homo_sapiens	ENSG00000120992		7	122870117	122870797	-	KNOWN_PSEUDOGENE	ENSG00000223595			67.53	
retro_hsap_3898	homo_sapiens	ENSG00000110696		7	124800262	124800599	-	KNOWN_PSEUDOGENE	ENSG00000205898	ENSG00000224897		61.74	
retro_hsap_3899	homo_sapiens	ENSG00000071082		7	124940560	124940932	-	KNOWN_PSEUDOGENE	ENSG00000213291	ENSG00000237764		76.56	
retro_hsap_3900	homo_sapiens	ENSG00000169217		7	127497902	127498524	-	KNOWN_PSEUDOGENE	ENSG00000240579	ENSG00000197157		82.69	
retro_hsap_3901	homo_sapiens	ENSG00000145592		7	128073478	128073767	-	KNOWN_PSEUDOGENE	ENSG00000228700			76.77	
retro_hsap_3902	homo_sapiens	ENSG00000257218	ENSG00000111780	7	130330089	130330456	-	KNOWN_PSEUDOGENE	ENSG00000226045	ENSG00000158623		72	
retro_hsap_3903	homo_sapiens	ENSG00000114942		7	131346707	131347383	-	KNOWN_PSEUDOGENE	ENSG00000213261			96.46	
retro_hsap_3904	homo_sapiens	ENSG00000134419		7	131387024	131387351	-	KNOWN_PSEUDOGENE	ENSG00000236395			81.65	
retro_hsap_3905	homo_sapiens	ENSG00000147684		7	131438546	131439011	-	KNOWN_PSEUDOGENE	ENSG00000236281			76.92	
retro_hsap_3906	homo_sapiens	ENSG00000254772		7	132719369	132720680	-	NOVEL		ENSG00000106554		98.4	
retro_hsap_3907	homo_sapiens	ENSG00000100380		7	132854171	132855272	-	KNOWN_PSEUDOGENE	ENSG00000237821			94.07	
retro_hsap_3908	homo_sapiens	ENSG00000135940		7	133412116	133412486	-	KNOWN_PSEUDOGENE	ENSG00000235967	ENSG00000131558		62.79	
retro_hsap_3909	homo_sapiens	ENSG00000184779	ENSG00000182774	7	137982828	137983229	-	KNOWN_PSEUDOGENE	ENSG00000213238			66.67	
retro_hsap_3910	homo_sapiens	ENSG00000145425		7	138175339	138176068	-	KNOWN_PSEUDOGENE	ENSG00000234995	ENSG00000122779		77.42	
retro_hsap_3911	homo_sapiens	ENSG00000122026		7	138330860	138331162	-	KNOWN_PSEUDOGENE	ENSG00000234658	ENSG00000157703		68.87	
retro_hsap_3912	homo_sapiens	ENSG00000119616		7	138883301	138883888	-	KNOWN_PSEUDOGENE	ENSG00000271537			84.26	
retro_hsap_3913	homo_sapiens	ENSG00000169567		7	143009776	143010154	-	KNOWN_PSEUDOGENE	ENSG00000231531			76.19	
retro_hsap_3914	homo_sapiens	ENSG00000161970	ENSG00000037241	7	143229841	143230261	-	KNOWN_PSEUDOGENE	ENSG00000229977			82.86	
retro_hsap_3915	homo_sapiens	ENSG00000128050		7	143242274	143243398	-	KNOWN_PSEUDOGENE	ENSG00000229877			76.72	
retro_hsap_3916	homo_sapiens	ENSG00000196262		7	144131921	144132371	-	KNOWN_PSEUDOGENE	ENSG00000242978			78	
retro_hsap_3917	homo_sapiens	ENSG00000156508		7	144344281	144345668	-	KNOWN_PSEUDOGENE	ENSG00000243746	ENSG00000196511		87.47	
retro_hsap_3918	homo_sapiens	ENSG00000147604		7	144737647	144738034	-	KNOWN_PSEUDOGENE	ENSG00000225918			88.37	
retro_hsap_3919	homo_sapiens	ENSG00000269315	ENSG00000241343	7	148888132	148888372	-	KNOWN_PSEUDOGENE	ENSG00000239719			93.75	
retro_hsap_3920	homo_sapiens	ENSG00000082146		7	150209649	150210881	-	KNOWN_PSEUDOGENE	ENSG00000213205			92.96	
retro_hsap_3921	homo_sapiens	ENSG00000008988		7	152287674	152288026	-	KNOWN_PSEUDOGENE	ENSG00000231139			80.83	
retro_hsap_3922	homo_sapiens	ENSG00000123505		7	156880648	156881237	-	KNOWN_PSEUDOGENE	ENSG00000229365			53.92	
retro_hsap_3923	homo_sapiens	ENSG00000215114		7	156990296	156990965	-	KNOWN_PSEUDOGENE	ENSG00000236018	ENSG00000009335		94.62	
retro_hsap_3924	homo_sapiens	ENSG00000177683		7	158414972	158416153	-	KNOWN_PSEUDOGENE	ENSG00000224324			91.16	
retro_hsap_3925	homo_sapiens	ENSG00000123091		8	214256	214661	+	KNOWN_PSEUDOGENE	ENSG00000254104			60	
retro_hsap_3926	homo_sapiens	ENSG00000160049		8	1678371	1679027	+	KNOWN_PSEUDOGENE	ENSG00000254265			64.07	
retro_hsap_3927	homo_sapiens	ENSG00000128050		8	4644921	4646106	+	KNOWN_PSEUDOGENE	ENSG00000254244	ENSG00000183117		93.23	
retro_hsap_3928	homo_sapiens	ENSG00000152382		8	5706218	5707164	+	KNOWN_PSEUDOGENE	ENSG00000253571			82.13	
retro_hsap_3929	homo_sapiens	ENSG00000145425		8	6980393	6981003	+	KNOWN_PSEUDOGENE	ENSG00000228744			83.01	
retro_hsap_3930	homo_sapiens	ENSG00000144381		8	7276366	7278062	+	KNOWN_PSEUDOGENE	ENSG00000255128			84.12	
retro_hsap_3931	homo_sapiens	ENSG00000145425		8	7953467	7954077	+	KNOWN_PSEUDOGENE	ENSG00000244427			83.01	
retro_hsap_3932	homo_sapiens	ENSG00000265681		8	11032785	11033079	+	KNOWN_PSEUDOGENE	ENSG00000231965	ENSG00000171044		75.51	
retro_hsap_3933	homo_sapiens	ENSG00000108298		8	11113575	11114112	+	KNOWN_PSEUDOGENE	ENSG00000239315	ENSG00000236827		78.77	
retro_hsap_3934	homo_sapiens	ENSG00000113387		8	11647513	11647894	+	KNOWN_PSEUDOGENE	ENSG00000227203			94.49	
retro_hsap_3935	homo_sapiens	ENSG00000151247		8	14166534	14167180	+	KNOWN_PSEUDOGENE	ENSG00000214366	ENSG00000185053		87.96	
retro_hsap_3936	homo_sapiens	ENSG00000144713		8	15800645	15801038	+	KNOWN_PSEUDOGENE	ENSG00000226836			74.05	
retro_hsap_3937	homo_sapiens	ENSG00000169085		8	18859135	18859460	+	KNOWN_PSEUDOGENE	ENSG00000270255	ENSG00000156011		65.45	
retro_hsap_3938	homo_sapiens	ENSG00000268788		8	26236882	26237156	+	KNOWN_PSEUDOGENE	ENSG00000228451			86.32	
retro_hsap_3939	homo_sapiens	ENSG00000137818		8	26629312	26629612	+	KNOWN_PSEUDOGENE	ENSG00000240519	ENSG00000120907		64.71	
retro_hsap_3940	homo_sapiens	ENSG00000196923		8	28096068	28096517	+	KNOWN_PSEUDOGENE	ENSG00000253907			67.76	
retro_hsap_3941	homo_sapiens	ENSG00000122406		8	28157199	28157868	+	KNOWN_PSEUDOGENE	ENSG00000239198	ENSG00000253690		86.73	
retro_hsap_3942	homo_sapiens	ENSG00000189403		8	29076567	29076909	+	KNOWN_PSEUDOGENE	ENSG00000253770	ENSG00000197892		56.78	
retro_hsap_3943	homo_sapiens	ENSG00000265681		8	29489606	29490157	+	KNOWN_PSEUDOGENE	ENSG00000243844			91.35	
retro_hsap_3944	homo_sapiens	ENSG00000173876	ENSG00000261456	8	30209523	30210852	+	KNOWN_PSEUDOGENE	ENSG00000127589			85.55	
retro_hsap_3945	homo_sapiens	ENSG00000122026		8	34731677	34732150	+	KNOWN_PSEUDOGENE	ENSG00000243181			81.37	
retro_hsap_3946	homo_sapiens	ENSG00000133112		8	36745999	36746397	+	KNOWN_PSEUDOGENE	ENSG00000219491	ENSG00000215262		76.12	
retro_hsap_3947	homo_sapiens	ENSG00000073584		8	36952667	36953889	+	NOVEL				84.43	
retro_hsap_3948	homo_sapiens	ENSG00000111057		8	41368759	41369640	+	KNOWN_PSEUDOGENE	ENSG00000253943			80.13	
retro_hsap_3949	homo_sapiens	ENSG00000198755		8	48068740	48069391	+	KNOWN_PSEUDOGENE	ENSG00000188873	ENSG00000248347		92.63	
retro_hsap_3950	homo_sapiens	ENSG00000128609		8	48076499	48076733	+	KNOWN_PSEUDOGENE	ENSG00000248531	ENSG00000248347		92.31	
retro_hsap_3951	homo_sapiens	ENSG00000162244		8	49297151	49297618	+	KNOWN_PSEUDOGENE	ENSG00000224594			81.88	
retro_hsap_3952	homo_sapiens	ENSG00000117525		8	51403354	51404036	+	KNOWN_PSEUDOGENE	ENSG00000254392	ENSG00000147481		58.4	
retro_hsap_3953	homo_sapiens	ENSG00000114209		8	51772098	51772555	+	KNOWN_PSEUDOGENE	ENSG00000253340			66.88	
retro_hsap_3954	homo_sapiens	ENSG00000113460		8	52348161	52349066	+	KNOWN_PSEUDOGENE	ENSG00000254025	ENSG00000147485		75.99	
retro_hsap_3955	homo_sapiens	ENSG00000122026		8	54445969	54446261	+	KNOWN_PSEUDOGENE	ENSG00000240919			85	
retro_hsap_3956	homo_sapiens	ENSG00000241186		8	54985673	54986003	+	KNOWN_PSEUDOGENE	ENSG00000254274	ENSG00000120992		88.18	
retro_hsap_3957	homo_sapiens	ENSG00000146223		8	55608957	55609683	+	KNOWN_PSEUDOGENE	ENSG00000253114	ENSG00000254608		88.02	
retro_hsap_3958	homo_sapiens	ENSG00000145592		8	57500965	57501256	+	KNOWN_PSEUDOGENE	ENSG00000241431			87.63	
retro_hsap_3959	homo_sapiens	ENSG00000156482		8	58305126	58305438	+	KNOWN_PSEUDOGENE	ENSG00000243050			74.04	
retro_hsap_3960	homo_sapiens	ENSG00000196262		8	59416185	59416623	+	KNOWN_PSEUDOGENE	ENSG00000254103			82.43	
retro_hsap_3961	homo_sapiens	ENSG00000115539		8	61300158	61300551	+	KNOWN_PSEUDOGENE	ENSG00000226301	ENSG00000251396		87.79	
retro_hsap_3962	homo_sapiens	ENSG00000181163		8	62114909	62115386	+	KNOWN_PSEUDOGENE	ENSG00000213881	ENSG00000177182		94.34	
retro_hsap_3963	homo_sapiens	ENSG00000170421		8	62490733	62492227	+	KNOWN_PSEUDOGENE	ENSG00000254285	ENSG00000198363		95.18	
retro_hsap_3964	homo_sapiens	ENSG00000232112		8	63310607	63310795	+	NOVEL		ENSG00000185942		78.46	
retro_hsap_3965	homo_sapiens	ENSG00000071082		8	66067641	66068010	+	KNOWN_PSEUDOGENE	ENSG00000239261			74.02	
retro_hsap_3966	homo_sapiens	ENSG00000196262		8	66289856	66290347	+	KNOWN_PSEUDOGENE	ENSG00000213873			78.79	
retro_hsap_3967	homo_sapiens	ENSG00000265681		8	68318897	68319291	+	KNOWN_PSEUDOGENE	ENSG00000241961			75	
retro_hsap_3968	homo_sapiens	ENSG00000196531		8	68481650	68482189	+	KNOWN_PSEUDOGENE	ENSG00000254253	ENSG00000165078		65.03	
retro_hsap_3969	homo_sapiens	ENSG00000167460		8	70041903	70042577	+	KNOWN_PSEUDOGENE	ENSG00000254332			93.36	
retro_hsap_3970	homo_sapiens	ENSG00000139921		8	70706379	70706948	+	KNOWN_PSEUDOGENE	ENSG00000271113	ENSG00000137571		79.58	
retro_hsap_3971	homo_sapiens	ENSG00000137575		8	70855152	70855683	+	KNOWN_PSEUDOGENE	ENSG00000247570			84.75	
retro_hsap_3972	homo_sapiens	ENSG00000145741		8	71185605	71185947	+	KNOWN_PSEUDOGENE	ENSG00000213003	ENSG00000140396		82.5	
retro_hsap_3973	homo_sapiens	ENSG00000151650		8	74563247	74564017	+	KNOWN_PSEUDOGENE	ENSG00000254105	ENSG00000040341		78.54	
retro_hsap_3974	homo_sapiens	ENSG00000008988		8	74894359	74894706	+	KNOWN_PSEUDOGENE	ENSG00000244295			82.5	
retro_hsap_3975	homo_sapiens	ENSG00000181061		8	76214530	76214809	+	KNOWN_PSEUDOGENE	ENSG00000253229	ENSG00000249395		79.57	
retro_hsap_3976	homo_sapiens	ENSG00000083845		8	81213203	81213713	+	KNOWN_PSEUDOGENE	ENSG00000213791	ENSG00000253238		85.88	
retro_hsap_3977	homo_sapiens	ENSG00000186591		8	82167104	82167464	+	KNOWN_PSEUDOGENE	ENSG00000253677			88.33	
retro_hsap_3978	homo_sapiens	ENSG00000197728		8	82539503	82539849	+	KNOWN_PSEUDOGENE	ENSG00000240427	ENSG00000251521		81.03	
retro_hsap_3979	homo_sapiens	ENSG00000135486		8	82720006	82720965	+	KNOWN_PSEUDOGENE	ENSG00000231942	ENSG00000253334		87.23	
retro_hsap_3980	homo_sapiens	ENSG00000161057		8	85591416	85592077	+	KNOWN_PSEUDOGENE	ENSG00000253137	ENSG00000184672		73.45	
retro_hsap_3981	homo_sapiens	ENSG00000241343	ENSG00000269315	8	87028987	87029302	+	KNOWN_PSEUDOGENE	ENSG00000227753	ENSG00000147614		77.78	
retro_hsap_3982	homo_sapiens	ENSG00000144713		8	87055330	87055736	+	KNOWN_PSEUDOGENE	ENSG00000243761	ENSG00000147614		74.64	
retro_hsap_3983	homo_sapiens	ENSG00000059804		8	87516052	87516865	+	KNOWN_PSEUDOGENE	ENSG00000254088	ENSG00000176623		87.08	
retro_hsap_3984	homo_sapiens	ENSG00000133641		8	89497425	89497952	+	KNOWN_PSEUDOGENE	ENSG00000250962	ENSG00000253553		82.49	
retro_hsap_3985	homo_sapiens	ENSG00000118680	ENSG00000101608	8	94861788	94862305	+	KNOWN_PSEUDOGENE	ENSG00000254387			87.86	
retro_hsap_3986	homo_sapiens	ENSG00000198034		8	95365265	95365833	+	KNOWN_PSEUDOGENE	ENSG00000244217			80.53	
retro_hsap_3987	homo_sapiens	ENSG00000134419		8	95700465	95700838	+	KNOWN_PSEUDOGENE	ENSG00000241003	ENSG00000104413		64.06	
retro_hsap_3988	homo_sapiens	ENSG00000265681		8	95903915	95904332	+	KNOWN_PSEUDOGENE	ENSG00000243979	ENSG00000175305		84.17	
retro_hsap_3989	homo_sapiens	ENSG00000186468		8	98877281	98877710	+	KNOWN_PSEUDOGENE	ENSG00000243504			84.62	
retro_hsap_3990	homo_sapiens	ENSG00000154723		8	99645767	99646097	+	KNOWN_PSEUDOGENE	ENSG00000254112	ENSG00000104375		80.91	
retro_hsap_3991	homo_sapiens	ENSG00000108298		8	99794282	99794854	+	KNOWN_PSEUDOGENE	ENSG00000240870	ENSG00000104375		75.77	
retro_hsap_3992	homo_sapiens	ENSG00000196531		8	102381137	102381775	+	KNOWN_PSEUDOGENE	ENSG00000228224			89.35	
retro_hsap_3993	homo_sapiens	ENSG00000156411		8	103166738	103166948	+	KNOWN_PSEUDOGENE	ENSG00000254492			61.43	
retro_hsap_3994	homo_sapiens	ENSG00000112306		8	103516100	103516366	+	KNOWN_PSEUDOGENE	ENSG00000240724			59.34	
retro_hsap_3995	homo_sapiens	ENSG00000139546		8	104671642	104672536	+	NOVEL		ENSG00000176406		78.15	
retro_hsap_3996	homo_sapiens	ENSG00000137154		8	104780508	104781254	+	KNOWN_PSEUDOGENE	ENSG00000239344	ENSG00000176406		86.4	
retro_hsap_3997	homo_sapiens	ENSG00000128609		8	105578313	105578657	+	KNOWN_PSEUDOGENE	ENSG00000253454	ENSG00000147650		74.36	
retro_hsap_3998	homo_sapiens	ENSG00000162244		8	106023334	106023793	+	KNOWN_PSEUDOGENE	ENSG00000240271	ENSG00000253350		68.55	
retro_hsap_3999	homo_sapiens	ENSG00000148572		8	108995344	108996116	+	KNOWN_PSEUDOGENE	ENSG00000253228	ENSG00000147655		94.62	
retro_hsap_4000	homo_sapiens	ENSG00000156482		8	113551282	113551543	+	KNOWN_PSEUDOGENE	ENSG00000230169	ENSG00000164796		72.41	
retro_hsap_4001	homo_sapiens	ENSG00000063177		8	114388897	114389236	+	KNOWN_PSEUDOGENE	ENSG00000227514	ENSG00000164796		82.46	
retro_hsap_4002	homo_sapiens	ENSG00000164885		8	123781512	123782388	+	KNOWN_PSEUDOGENE	ENSG00000235165			89.38	
retro_hsap_4003	homo_sapiens	ENSG00000189403		8	124135349	124135924	+	KNOWN_PSEUDOGENE	ENSG00000253463	ENSG00000156787		67.01	
retro_hsap_4004	homo_sapiens	ENSG00000221983		8	124249139	124249456	+	KNOWN_PSEUDOGENE	ENSG00000243498	ENSG00000189376		81.31	
retro_hsap_4005	homo_sapiens	ENSG00000106348		8	124412812	124414346	+	KNOWN_PSEUDOGENE	ENSG00000254294			86.85	
retro_hsap_4006	homo_sapiens	ENSG00000124532		8	125932732	125933439	+	KNOWN_PSEUDOGENE	ENSG00000250428	ENSG00000249816		78.33	
retro_hsap_4007	homo_sapiens	ENSG00000103550		8	127084830	127085971	+	KNOWN_PSEUDOGENE	ENSG00000253841			81.47	
retro_hsap_4008	homo_sapiens	ENSG00000144713		8	134338239	134338644	+	KNOWN_PSEUDOGENE	ENSG00000243537			85.19	
retro_hsap_4009	homo_sapiens	ENSG00000100380		8	134420248	134421352	+	KNOWN_PSEUDOGENE	ENSG00000225259			92.93	
retro_hsap_4010	homo_sapiens	ENSG00000187569		8	135685474	135685756	+	KNOWN_PSEUDOGENE	ENSG00000271048	ENSG00000066827		58.51	
retro_hsap_4011	homo_sapiens	ENSG00000135486		8	142469174	142470128	+	KNOWN_PSEUDOGENE	ENSG00000253605	ENSG00000226807		82.35	
retro_hsap_4012	homo_sapiens	ENSG00000106400		8	143939769	143940210	+	KNOWN_PSEUDOGENE	ENSG00000253421	ENSG00000104499		80.27	
retro_hsap_4013	homo_sapiens	ENSG00000070831		8	144077326	144077899	+	KNOWN_PSEUDOGENE	ENSG00000253971	ENSG00000247317		87.96	
retro_hsap_4014	homo_sapiens	ENSG00000170348		8	146220271	146220927	+	KNOWN_PSEUDOGENE	ENSG00000254618	ENSG00000196922		86.36	
retro_hsap_4015	homo_sapiens	ENSG00000137876		8	4929904	4930159	-	NOVEL				82.35	
retro_hsap_4016	homo_sapiens	ENSG00000085231	ENSG00000263302	8	6331365	6331809	-	KNOWN_PSEUDOGENE	ENSG00000253550	ENSG00000147316		89.19	
retro_hsap_4017	homo_sapiens	ENSG00000145425		8	7048475	7049085	-	KNOWN_PSEUDOGENE	ENSG00000214268			82.52	
retro_hsap_4018	homo_sapiens	ENSG00000144381		8	7748524	7750220	-	KNOWN_PSEUDOGENE	ENSG00000254543			84.99	
retro_hsap_4019	homo_sapiens	ENSG00000163319		8	8791310	8791517	-	KNOWN_PSEUDOGENE	ENSG00000270966			92.75	
retro_hsap_4020	homo_sapiens	ENSG00000145425		8	12428029	12428639	-	KNOWN_PSEUDOGENE	ENSG00000242607			82.52	
retro_hsap_4021	homo_sapiens	ENSG00000145425		8	12486155	12486765	-	KNOWN_PSEUDOGENE	ENSG00000244289			83.01	
retro_hsap_4022	homo_sapiens	ENSG00000122705		8	15546421	15547069	-	KNOWN_PSEUDOGENE	ENSG00000248423	ENSG00000104723		71.43	
retro_hsap_4023	homo_sapiens	ENSG00000163682		8	17007849	17008397	-	KNOWN_PSEUDOGENE	ENSG00000244113			70.65	
retro_hsap_4024	homo_sapiens	ENSG00000163322		8	17946445	17947393	-	KNOWN_PSEUDOGENE	ENSG00000253384	ENSG00000245281		88.44	
retro_hsap_4025	homo_sapiens	ENSG00000198755		8	18240786	18241427	-	KNOWN_PSEUDOGENE	ENSG00000244593			79.36	
retro_hsap_4026	homo_sapiens	ENSG00000136942		8	18632084	18632428	-	KNOWN_PSEUDOGENE	ENSG00000244018	ENSG00000156011		66.38	
retro_hsap_4027	homo_sapiens	ENSG00000109084	ENSG00000262046	8	20791822	20792327	-	KNOWN_PSEUDOGENE	ENSG00000253866			87.57	
retro_hsap_4028	homo_sapiens	ENSG00000101152		8	23340647	23341044	-	KNOWN_PSEUDOGENE	ENSG00000253483	ENSG00000253390		78.2	
retro_hsap_4029	homo_sapiens	ENSG00000139146		8	23492388	23492776	-	KNOWN_PSEUDOGENE	ENSG00000253488			76.92	
retro_hsap_4030	homo_sapiens	ENSG00000198301		8	26236905	26238764	-	KNOWN_PSEUDOGENE	ENSG00000228451			90.58	
retro_hsap_4031	homo_sapiens	ENSG00000105993		8	26290996	26291484	-	KNOWN_PSEUDOGENE	ENSG00000251203	ENSG00000104765		72.02	
retro_hsap_4032	homo_sapiens	ENSG00000126267		8	26693499	26693750	-	KNOWN_PSEUDOGENE	ENSG00000253813	ENSG00000120907		67.82	
retro_hsap_4033	homo_sapiens	ENSG00000134419		8	29974902	29975222	-	KNOWN_PSEUDOGENE	ENSG00000241511	ENSG00000104660		93.52	
retro_hsap_4034	homo_sapiens	ENSG00000140307		8	30189479	30189793	-	KNOWN_PSEUDOGENE	ENSG00000253346			69.09	
retro_hsap_4035	homo_sapiens	ENSG00000196262		8	30207381	30207789	-	KNOWN_PSEUDOGENE	ENSG00000254152			76.09	
retro_hsap_4036	homo_sapiens	ENSG00000188612	ENSG00000184900	8	30989052	30989232	-	KNOWN_PSEUDOGENE	ENSG00000253579	ENSG00000165392		69.35	
retro_hsap_4037	homo_sapiens	ENSG00000104756		8	31077530	31078486	-	KNOWN_PSEUDOGENE	ENSG00000229211			93.12	
retro_hsap_4038	homo_sapiens	ENSG00000151650		8	33579820	33580596	-	KNOWN_PSEUDOGENE	ENSG00000253569	ENSG00000253642		77.19	
retro_hsap_4039	homo_sapiens	ENSG00000089009		8	33716918	33717741	-	KNOWN_PSEUDOGENE	ENSG00000240738	ENSG00000253642		83.75	
retro_hsap_4040	homo_sapiens	ENSG00000198755		8	34180515	34181160	-	KNOWN_PSEUDOGENE	ENSG00000215264	ENSG00000253108		87.96	
retro_hsap_4041	homo_sapiens	ENSG00000161654		8	35382696	35383281	-	KNOWN_PSEUDOGENE	ENSG00000232024	ENSG00000156687		100	
retro_hsap_4042	homo_sapiens	ENSG00000125691		8	36438714	36439087	-	KNOWN_PSEUDOGENE	ENSG00000244708	ENSG00000253363		75.2	
retro_hsap_4043	homo_sapiens	ENSG00000161970	ENSG00000037241	8	36845493	36845831	-	KNOWN_PSEUDOGENE	ENSG00000243503			71.05	
retro_hsap_4044	homo_sapiens	ENSG00000018610		8	37604856	37605522	-	KNOWN_PSEUDOGENE	ENSG00000233170	ENSG00000147475		97.3	
retro_hsap_4045	homo_sapiens	ENSG00000008988		8	38291904	38292258	-	KNOWN_PSEUDOGENE	ENSG00000239218	ENSG00000077782		79.17	
retro_hsap_4046	homo_sapiens	ENSG00000223767	ENSG00000183574,ENSG00000228405,ENSG00000228907,ENSG00000204308,ENSG00000227277,ENSG00000225452	8	38458181	38458718	-	KNOWN_PSEUDOGENE	ENSG00000253570			97.78	
retro_hsap_4047	homo_sapiens	ENSG00000120837		8	39855387	39855849	-	KNOWN_PSEUDOGENE	ENSG00000253790	ENSG00000188676		65.43	
retro_hsap_4048	homo_sapiens	ENSG00000122406		8	42199287	42200152	-	KNOWN_PSEUDOGENE	ENSG00000240395	ENSG00000070501		85.28	
retro_hsap_4049	homo_sapiens	ENSG00000136888		8	48105669	48105972	-	KNOWN_PSEUDOGENE	ENSG00000253502	ENSG00000248347		76.47	
retro_hsap_4050	homo_sapiens	ENSG00000088833		8	48423605	48424703	-	KNOWN_PSEUDOGENE	ENSG00000253330	ENSG00000164808		86.34	
retro_hsap_4051	homo_sapiens	ENSG00000198034		8	48459369	48459971	-	KNOWN_PSEUDOGENE	ENSG00000251354	ENSG00000164808		84.8	
retro_hsap_4052	homo_sapiens	ENSG00000134690		8	49106618	49107119	-	KNOWN_PSEUDOGENE	ENSG00000253843			56.25	
retro_hsap_4053	homo_sapiens	ENSG00000067064		8	49206586	49207300	-	KNOWN_PSEUDOGENE	ENSG00000253654			72.84	
retro_hsap_4054	homo_sapiens	ENSG00000135069		8	50652778	50653544	-	KNOWN_PSEUDOGENE	ENSG00000253810			88.67	
retro_hsap_4055	homo_sapiens	ENSG00000109475		8	53225712	53226060	-	KNOWN_PSEUDOGENE	ENSG00000240534	ENSG00000147488		65.55	
retro_hsap_4056	homo_sapiens	ENSG00000121481		8	53887670	53888204	-	KNOWN_PSEUDOGENE	ENSG00000248911			70.22	
retro_hsap_4057	homo_sapiens	ENSG00000106153		8	55104150	55104596	-	KNOWN_PSEUDOGENE	ENSG00000270980			81.33	
retro_hsap_4058	homo_sapiens	ENSG00000140612		8	55435341	55435875	-	KNOWN_PSEUDOGENE	ENSG00000226098			90.5	
retro_hsap_4059	homo_sapiens	ENSG00000100519		8	56962599	56963775	-	KNOWN_PSEUDOGENE	ENSG00000236814			96.94	
