chr,marker,primer,phys.loc,gen.loc,gen.female,gen.male,rec.rate,rr.female,rr.male
16,D16S3032,AFMa183wd9,66577288,70.7,84.03,57.37,1.62,2.91,0.32
16,D16S3112,AFMb362yf5,66962129,71.02,84.36,57.69,1.61,2.92,0.3
16,D16S3039,AFMa197ye1,67124138,71.56,85.43,57.69,1.6,2.92,0.3
16,D16S408,AFM137xf8,67683673,71.56,85.43,57.69,1.59,2.9,0.28
16,D16S3057,AFMa299yf1,69067789,73.98,90.27,57.69,1.56,2.72,0.26
16,D16S3038,AFMa192wa9,69958991,75.62,93.55,57.69,1.49,2.46,0.26
16,D16S494,AFM193xh10,70512183,76.57,95.12,58.02,1.37,2.27,0.29
16,D16S526,UT746,70619049,76.74,95.47,58.02,1.34,2.24,0.3
16,D16S3094,AFMb316we1,71350798,76.99,95.96,58.02,1.16,1.99,0.4
16,D16S3132,AFMa050yh9,71826172,78.64,98.45,58.84,1.05,1.84,0.46
16,D16S527,UT481,73535845,78.92,99.01,58.84,0.9,1.27,0.6
16,D16S3089,AFMb286wd5,73569143,79.52,99.26,59.78,0.9,1.26,0.6
16,D16S3143,AFMa084za9,75357371,81.12,101.22,61.02,0.79,0.84,0.75
16,D16S3129,AFMa048ye1,75790611,81.25,101.48,61.02,0.75,0.84,0.76
16,D16S508,AFM304xf1,75878490,81.25,101.48,61.02,0.75,0.85,0.75
16,D16S267,Mfd65,75881245,81.25,101.48,61.02,0.75,0.85,0.75
16,D16S400,AFM024xg1,76269090,81.66,102.31,61.02,0.73,0.88,0.74
16,D16S767,GATA64G06,76844808,81.95,102.31,61.6,0.73,0.91,0.69
16,D16S3393,GATA196B10,77707511,82.7,102.8,62.6,0.8,0.84,0.58
16,D16S3050,AFMa246zd5,78160949,83.12,103.29,62.95,0.79,0.76,0.53
16,D16S3019,AFMa121xb9,79352419,84.05,104.29,63.82,0.63,0.71,0.43
16,D16S397,Mfd98,80011689,84.64,105.47,63.82,0.5,0.74,0.39
16,D16S421,AFM240yh6,80847298,84.83,105.83,63.82,0.37,0.76,0.32
16,D16S3085,AFMb082yc5,81267545,84.83,105.83,63.82,0.34,0.74,0.29
16,D16S3025,AFMa143zd1,82188220,84.83,105.83,63.82,0.41,0.65,0.24
16,D16S496,AFM214zg5,82580345,85.37,106.43,64.31,0.48,0.58,0.25
16,D16S3067,AFMa343zg5,82779980,85.4,106.5,64.31,0.5,0.54,0.26
16,D16S3095,AFMb317ye5,83705290,86.16,108,64.31,0.51,0.43,0.31
16,D16S752,GATA51G03,86386324,86.89,108.01,65.78,0.34,0.54,0.66
16,D16S2624,GATA81D12,86739390,87.25,108.71,65.78,0.41,0.56,0.73
16,D16S3106,AFMb346yf5,87304189,87.25,108.71,65.78,0.59,0.63,0.8
16,D16S3059,AFM191yg7,87838160,87.25,108.71,65.78,0.81,0.74,0.81
16,D16S3033,AFMa183xd1,NA,88.36,109.71,67.01,NA,NA,NA
16,D16S3066,AFMa342vc5,88970678,88.61,109.72,67.51,1.18,0.87,0.81
16,D16S2642,UT1684,89701203,89.85,110.69,69.01,1.22,0.92,0.86
16,D16S512,AFM320wf1,89757330,89.94,110.86,69.01,1.21,0.92,0.87
16,D16S3018,AFMa109ya5,89862244,90.85,112.01,69.7,1.19,0.94,0.89
16,D16S3115,AFMc020we9,90323529,90.85,112.01,69.7,1.06,1.04,0.98
16,D16S3118,AFM072xh7,92418156,92.06,113.7,70.42,1.19,1.82,1.4
16,D16S3083,AFMb077zc9,92529106,92.06,113.7,70.43,1.27,1.86,1.41
16,D16S515,AFM340ye5,92615519,92.06,113.7,70.43,1.34,1.88,1.42
16,D16S3142,AFMa083yf1,NA,92.96,114.7,71.22,NA,NA,NA
16,D16S3138,AFMa062yd5,93517965,93.44,114.99,71.89,2.08,2.16,1.52
16,D16S3125,AFMa041yb5,93531596,93.44,114.99,71.89,2.09,2.16,1.52
16,D16S3090,AFMb291zf5,93565388,93.44,114.99,71.89,2.12,2.17,1.53
16,D16S3101,AFMb331xh5,93608672,93.67,114.99,72.34,2.15,2.19,1.53
16,D16S518,AFMa132xg9,94054147,95.45,117.04,73.85,2.45,2.33,1.6
16,D16S3029,AFMa175wh5,94828247,96.17,117.96,74.38,2.73,2.59,1.73
16,D16S3049,AFMa245yf5,94828624,96.17,117.96,74.38,2.73,2.59,1.73
16,D16S3096,AFMb322wb9,94952217,97.64,119.42,75.87,2.74,2.63,1.75
16,D16S504,AFM292xh5,95073140,98.99,121.34,76.64,2.74,2.67,1.77
16,D16S3144,AFM126yb8,95266728,99.13,121.62,76.64,2.72,2.73,1.79
16,D16S3040,AFMa204xd9,95567746,100.51,123.02,78,2.65,2.81,1.83
16,D16S750,GAAT2B10,95574458,100.51,123.02,78,2.64,2.81,1.83
16,D16S3119,AFM304zb1,NA,100.51,123.02,78,NA,NA,NA
16,D16S3104,AFMb340zg5,95958091,100.51,123.02,78,2.51,2.91,1.87
16,D16S3055,AFMa283xf9,95973949,100.51,123.02,78,2.51,2.91,1.87
16,D16S505,AFM296tb1,98008422,105.09,129.44,80.73,2.2,3.11,2
16,D16S3091,AFMb297zc1,100059425,109.59,134.57,84.62,3.04,3.28,2.42
16,D16S2625,GATA86C08,101882486,116.89,143.02,90.76,3.32,3.04,2.87
16,D16S3061,AFMa304wa9,102099471,117.55,143.34,91.77,3.24,2.99,2.92
16,D16S3037,AFMa191ya9,102108779,117.55,143.34,91.77,3.24,2.99,2.92
16,D16S486,UT5217,NA,122.49,148.78,96.2,NA,NA,NA
16,D16S488,UT1252,104061304,122.49,148.78,96.2,2.53,2.12,3.05
16,D16S520,AFMa135xg5,104170193,122.84,148.78,96.91,2.51,2.05,3.04
16,D16S3074,AFMb017zd9,104793614,125.07,149.91,100.22,2.35,1.62,2.96
16,D16S3077,AFMb048wb1,104891495,125.46,149.91,101.02,2.33,1.55,2.95
16,D16S3048,AFMa240ye1,105338444,125.7,150.36,101.03,2.19,1.26,2.89
16,D16S3063,AFMa306yf1,105364389,125.94,150.44,101.44,2.18,1.24,2.88
16,D16S3023,AFMa134xb5,106762427,128.63,151.89,105.38,1.67,0.33,2.7
16,D16S3026,AFM156xb8,107735456,129.99,151.89,108.1,1.29,-0.3,2.57
17,D17S926,AFM207xa11,339672,0.62,0,1.25,3.69,-1.68,5.19
17,D17S849,AFM234wg3,NA,0.63,0,1.25,NA,NA,NA
17,UT269,UT269,433676,1.14,0,2.27,3.63,-1.6,5.14
17,D17S596,UT137,889560,2.92,0,5.85,3.36,-1.21,4.89
17,D17S1529,AFM022xb6,929736,2.92,0,5.85,3.34,-1.18,4.87
17,D17S2181,GATA115E06,1409316,4.63,0.22,9.05,3.05,-0.77,4.6
17,D17S654,UT20,NA,7.22,0.48,13.96,NA,NA,NA
17,D17S1845,AFMb307zg5,2646703,7.4,0.84,13.96,2.37,0.28,3.91
17,D17S1298,GAAT2C03,3845343,10.3,1.64,18.95,1.78,1.3,3.25
17,D17S919,UT1985,3867658,10.3,1.64,18.95,1.77,1.31,3.24
17,D17S1828,AFMb013zb1,3996005,10.56,2.14,18.97,1.73,1.41,3.17
17,D17S1854,AFMb346yc5,6344149,13.79,5.06,22.52,2.61,2.3,2.27
17,D17S595,UT158,6605654,16.19,7.65,24.73,2.71,2.4,2.22
17,D17S678,UT225,NA,16.32,7.65,24.99,NA,NA,NA
17,D17S938,AFM263wh5,6927395,17.06,8.73,25.39,2.79,2.54,2.2
17,GATA158H0,4  GATA158H04,NA,17.38,9.37,25.39,NA,NA,NA
17,D17S1881,AFMa090xe5,7204655,17.38,9.37,25.39,2.82,2.68,2.21
17,D17S578,Mfd152,7502067,19.36,11.39,27.34,2.83,2.86,2.26
17,D17S960,AFMa120xd5,7954437,20.49,12.69,28.29,2.77,3.14,2.4
17,D17S720,UT39,8426577,20.96,12.93,28.99,2.68,3.35,2.52
17,D17S1805,AFMa223yb1,9227516,22.03,14.51,29.55,2.74,3.36,2.54
17,D17S1844,AFMb304xd5,9350407,22.21,14.51,29.9,2.79,3.34,2.53
17,D17S786,AFM051xd10,9680835,23.36,16.17,30.55,2.94,3.27,2.47
17,D17S755,UT72,NA,23.36,16.17,30.55,NA,NA,NA
17,D17S952,AFM302wh9,10000034,24.13,17.54,30.73,3.08,3.21,2.4
17,D17S1791,AFMa134xh5,10042809,24.41,17.89,30.93,3.1,3.2,2.39
17,D17S945,AFM282yd1,10696796,27.99,21.08,34.9,3.24,3.16,2.22
17,D17S804,AFM225zc1,10738745,28.18,21.08,35.29,3.23,3.17,2.21
17,D17S520,Mfd144A,11458910,30.14,24,36.28,2.93,3.34,2.07
17,D17S2185,GATA134G03,11923438,31.14,25.04,37.24,2.64,3.52,2.05
17,D17S954,AFM316vg1,11985465,31.14,25.04,37.24,2.61,3.55,2.05
17,D17S1303,GATA64B04,12053107,31.25,25.04,37.46,2.58,3.58,2.05
17,D17S748,UT65,12200840,32.15,26.01,38.28,2.52,3.64,2.05
17,D17S731,UT49,12588207,32.15,26.01,38.28,2.4,3.79,2.06
17,D17S969,GATA10H07,13292478,34.27,28.47,40.06,2.41,3.9,2.01
17,D17S1803,AFMa219ye9,14012222,35.32,30.58,40.06,2.7,3.73,1.83
17,D17S799,AFM192yh2,14618941,37,33.24,40.75,3.07,3.54,1.65
17,D17S1856,AFMb355zf5,15364918,40.47,37.81,43.13,3.18,3.37,1.47
17,D17S922,AFM197xh6,15479097,40.47,37.81,43.13,3.15,3.35,1.45
17,D17S900,UT405,15642887,40.71,38.28,43.13,3.1,3.31,1.41
17,D17S921,AFM191xh12,15708584,41.47,39.13,43.81,3.07,3.3,1.4
17,D17S839,AFM200yb12,15933175,42.65,41.49,43.81,2.94,3.25,1.36
17,D17S1843,AFMb302yd9,17508246,46.18,45.54,46.82,1.58,2.55,1.1
17,D17S1857,AFMb357yg9,18159547,46.39,45.96,46.82,1.09,2.06,0.9
17,D17S2196,GATA185H04,19026803,47.32,47.04,47.61,0.72,1.42,0.6
17,D17S620,UT159,19361217,47.59,47.46,47.73,0.64,1.24,0.49
17,D17S805,AFM234ta1,22569862,48.92,50.04,47.79,0.41,0.77,0.06
17,D17S959,AFM350zb1,23861094,49.52,51.24,47.79,0.4,0.69,0.06
17,D17S2187,GATA70H05,24704365,49.67,51.55,47.79,0.37,0.64,0.07
17,D17S1871,AFM347xa9,24763091,49.88,51.77,47.99,0.37,0.64,0.07
17,D17S842,AFM240xe5,24813647,49.88,51.77,47.99,0.37,0.64,0.08
17,D17S783,AFM026vh7,28126431,50.91,53.55,48.27,0.53,0.88,0.05
17,D17S691,UT265,28361729,50.91,53.55,48.27,0.57,0.88,0.05
17,D17S1878,AFMa066zf9,28761368,51.71,55.14,48.27,0.61,0.87,0.04
17,D17S1824,AFMb002yc1,29309553,51.9,55.53,48.27,0.61,0.89,0.03
17,D17S935,AFM260yd5,29396092,51.9,55.53,48.27,0.61,0.9,0.03
17,D17S749,UT66,NA,51.9,55.53,48.27,NA,NA,NA
17,D17S925,AFM206yh8,29945908,52.17,56.06,48.27,0.55,0.99,0.02
17,D17S841,AFM238vb10,30186232,52.38,56.48,48.27,0.53,1.06,0.02
17,D17S1841,AFM207yd2,30576841,52.55,56.83,48.27,0.48,1.18,0.02
17,D17S975,GGAT2C07,31223116,52.78,57.28,48.27,0.45,1.44,0.05
17,D17S1294,GGAA9D03,NA,52.78,57.28,48.27,NA,NA,NA
17,D17S1863,AFMc003ze1,31930548,53.05,57.82,48.27,0.53,1.78,0.11
17,D17S1166,UT80,32775313,53.05,57.82,48.27,0.88,2.28,0.29
17,D17S1880,AFMa072zh9,34199050,55.6,62.6,48.6,2.11,2.88,0.51
17,D17S798,AFM179xg11,34479640,55.6,62.6,48.6,2.32,2.93,0.53
17,D17S1540,GGAT12D10,34560947,55.6,62.61,48.6,2.37,2.94,0.53
17,D17S2194,GATA169F02,35154117,57.43,66.27,48.6,2.59,3.02,0.56
17,D17S1293,GGAA7D11,35924995,60.14,69.83,50.46,2.43,3.15,0.63
17,D17S1842,AFM211zd12,36301585,61.59,71.96,51.21,2.22,3.19,0.67
17,D17S1158,UT2558,36318478,62.09,72.98,51.21,2.2,3.19,0.67
17,D17S933,AFM254vg5,36611011,62.09,72.98,51.21,2,3.18,0.7
17,D17S1846,AFMb308ze1,37079298,62.26,73.24,51.29,1.68,3.11,0.73
17,D17S1833,AFMb026xc9,37538564,63.12,74.95,51.29,1.42,2.96,0.73
17,D17S927,AFM210zc7,38733046,64.34,76.97,51.72,1.35,2.3,0.59
17,D17S1867,AFM296tb5,39106818,65.29,78.34,52.24,1.38,2.08,0.52
17,D17S1788,AFMa124yd9,39822140,66.17,79.67,52.67,1.32,1.82,0.45
17,D17S838,AFM172ya1,40292492,67.04,80.94,53.13,1.24,1.77,0.45
17,D17S1836,AFMb037ye5,40372419,67.04,80.94,53.13,1.22,1.77,0.45
17,D17S250,Mfd15A,40843644,67.63,82.13,53.13,1.11,1.76,0.46
17,D17S1818,AFMa312zc9,40854642,67.63,82.13,53.13,1.11,1.76,0.46
17,D17S1814,AFMa302yb5,42078653,68.61,83.71,53.52,0.87,1.58,0.44
17,D17S1787,AFMa119yd1,43785843,70.08,85.74,54.42,0.84,1.21,0.41
17,D17S1563,UT8182,NA,70.34,86.26,54.43,NA,NA,NA
17,D17S1793,AFMa143xh5,44561596,70.79,87.15,54.43,0.79,1.16,0.4
17,D17S1802,AFMa219wd1,44567551,70.79,87.15,54.43,0.79,1.16,0.4
17,D17S1801,AFMa218zh1,NA,71.07,87.15,55,NA,NA,NA
17,D17S750,UT67,NA,71.88,88.25,55.51,NA,NA,NA
17,D17S951,AFM298wg5,46355614,72.08,88.64,55.51,0.71,1,0.33
17,D17S1860,AFMb364yh9,46924222,72.69,89.54,55.83,0.67,0.88,0.31
17,D17S930,AFM240yg7,47246031,72.69,89.54,55.83,0.62,0.82,0.3
17,D17S1861,AFMb364zg5,47309164,72.69,89.54,55.83,0.62,0.81,0.3
17,D17S1804,AFMa222zg9,47601240,72.7,89.54,55.86,0.57,0.75,0.29
17,D17S810,AFM248yg1,48194069,73.5,91.11,55.89,0.47,0.68,0.28
17,D17S920,AFM186xa1,49386995,73.55,91.11,55.99,0.31,0.74,0.25
17,D17S693,UT267,49537138,73.66,91.33,55.99,0.3,0.77,0.25
17,D17S931,AFM248tg5,49567812,73.74,91.33,56.16,0.3,0.78,0.25
17,D17S1859,AFMb363yf9,50630578,73.98,91.6,56.36,0.36,1.08,0.28
17,D17S1785,AFMa110wb5,50833244,74.32,92,56.63,0.41,1.15,0.3
17,D17S958,AFM323yg9,51060668,74.32,92,56.63,0.5,1.23,0.32
17,D17S1827,AFMb010xa5,51495224,74.32,92,56.64,0.7,1.35,0.35
17,D17S2180,ATC6A06,51529867,74.32,92,56.64,0.72,1.35,0.36
17,D17S1868,AFM301ye5,52208340,74.53,92.43,56.64,1.09,1.43,0.4
17,D17S797,AFM179xa1,52538040,75.16,93.11,57.21,1.25,1.44,0.42
17,D17S1795,AFMa154za9,53100856,75.53,93.85,57.21,1.43,1.44,0.43
17,D17S1815,AFMa306ye1,53666002,77.73,97.83,57.64,1.45,1.44,0.44
17,D17S1877,AFM022tf4,54479958,78.76,99.46,58.07,1.18,1.45,0.44
17,D17S1820,AFMa351we1,54783857,78.76,99.46,58.07,1.03,1.45,0.44
17,D17S941,AFM269xd1,54835620,78.76,99.46,58.07,1,1.45,0.44
17,D17S956,AFM319wc1,54913241,78.92,99.46,58.39,0.96,1.45,0.45
17,D17S788,AFM095zd11,55288796,79,99.6,58.39,0.76,1.45,0.46
17,D17S1865,AFMc023xc5,55682419,79.28,99.8,58.76,0.58,1.45,0.48
17,D17S752,UT7,NA,80.42,101.3,59.55,NA,NA,NA
17,D17S790,AFM151xa11,58319229,80.44,101.3,59.59,1.39,1.87,0.83
17,D17S1799,AFMa216xe5,58960971,81.61,103.23,59.99,1.86,2.01,0.87
17,D17S957,AFM323wd9,61130899,87.36,111.14,63.57,1.72,2.01,0.93
17,D17S1605,AFM070yb11,61197644,87.36,111.14,63.57,1.67,2,0.93
17,D17S1160,UT5608,61297603,87.54,111.52,63.57,1.59,1.99,0.93
17,D17S916,UT5239,NA,89.51,113.63,65.39,NA,NA,NA
17,D17S792,AFM158xc3,64340189,89.51,113.63,65.39,0.67,1.03,0.65
17,D17S923,AFM200va9,64468868,89.51,113.64,65.39,0.69,1.01,0.64
17,D17S1838,AFMb048zc1,65533164,89.98,114.57,65.39,0.95,0.93,0.63
17,D17S1855,AFMb354we1,65816607,90.77,115.27,66.26,1,0.92,0.63
17,D17S808,AFM238yf8,66861999,91.86,116.9,66.81,0.98,0.87,0.59
17,D17S794,AFM168xd12,67035296,92.02,117.22,66.81,0.95,0.86,0.58
17,D17S924,AFM203wh4,67391296,92.51,117.51,67.51,0.87,0.85,0.56
17,D17S944,AFM277vg9,67944832,92.76,117.51,68.01,0.7,0.87,0.55
17,D17S1297,ATA8B07,68717236,93.23,118.46,68.01,0.43,0.97,0.55
17,D17S1792,AFMa137xh5,69475500,93.57,118.46,68.68,0.4,1.12,0.57
17,D17S1825,AFMb007yd5,70377699,93.57,118.46,68.68,0.68,1.32,0.59
17,D17S1809,AFMa275zh9,70681043,93.57,118.46,68.68,0.83,1.38,0.61
17,D17S1874,AFMa051xg5,71746294,94.94,121.19,68.68,1.45,1.61,0.76
17,D17S1816,AFMa310ze5,71968404,95.49,121.48,69.5,1.55,1.67,0.81
17,D17S942,AFM269yf1,72036979,95.49,121.48,69.5,1.57,1.69,0.82
17,D17S1821,AFMa351zc9,72778558,97.29,123.98,70.6,1.72,1.92,1.02
17,D17S2193,ATA43A10,74125512,99.34,127,71.68,1.75,2.09,1.27
17,D17S789,AFM107yb8,74206331,99.5,127.33,71.68,1.75,2.08,1.28
17,D17S795,AFM175xg3,NA,99.5,127.33,71.68,NA,NA,NA
17,D17S940,AFM268yd5,74652818,100.11,127.78,72.44,1.75,2.03,1.3
17,D17S2182,GATA124C10,74714155,100.11,127.78,72.44,1.75,2.02,1.3
17,D17S1295,ATA22D07,75588485,101.75,128.8,74.7,1.68,1.98,1.28
17,D17S949,AFM292vh9,76039847,102.96,131.21,74.7,1.61,2.04,1.26
17,D17S2059,GATA31B11,76075424,102.96,131.22,74.7,1.61,2.05,1.26
17,D17S840,AFM207vf4,76191878,103.29,131.52,75.06,1.59,2.07,1.26
17,D17S1350,AFM189yb8,76672562,103.89,131.52,76.27,1.53,2.23,1.24
17,D17S1304,GATA69E11,77045011,104.36,131.82,76.9,1.51,2.39,1.22
17,D17S1797,AFMa202xd1,78605282,105.97,134.67,77.28,1.96,2.81,1.05
17,D17S1826,AFMb008yg1,78614751,106.23,135.17,77.28,1.97,2.81,1.05
17,D17S1351,AFMa346xg5,78700645,106.23,135.17,77.28,2.01,2.8,1.04
17,D17S1848,AFMb319xc9,78986926,106.52,135.75,77.28,2.16,2.78,0.99
17,D17S757,UT76,79345953,108.54,138.23,78.85,2.32,2.75,0.95
17,D17S515,UT9,79357231,108.54,138.23,78.85,2.32,2.75,0.95
17,UT142,UT142,NA,108.54,138.23,78.85,NA,NA,NA
17,D17S617,UT156,79376642,108.54,138.23,78.86,2.33,2.75,0.95
17,D17S1823,AFMa356zg5,NA,108.91,138.95,78.88,NA,NA,NA
17,D17S1352,AFMa247zg9,80443383,110.6,142.33,78.88,2.25,2.86,1.02
17,D17S1864,AFMc008we1,80539199,111.6,143.09,80.11,2.21,2.88,1.04
17,D17S1602,AFMa133yg9,80722038,112.9,145.05,80.74,2.13,2.91,1.08
17,D17S929,AFM074zf7,80751096,112.9,145.06,80.74,2.12,2.92,1.08
17,D17S597,UT138,80759000,113,145.25,80.74,2.11,2.92,1.09
17,D17S1807,AFMa247xc5,80831412,113.1,145.46,80.74,2.08,2.93,1.1
17,D17S1535,GATA65G11,80982178,113.59,146.26,80.93,2.02,2.95,1.14
17,D17S1301,GATA28D11,81197488,113.59,146.26,80.93,1.93,2.97,1.19
17,D17S650,UT187,81720196,113.59,146.26,80.93,1.78,2.96,1.35
17,D17S1839,AFMb054zf9,82426137,114.52,147.77,81.27,1.73,2.86,1.64
17,D17S1603,AFMa135xd5,82723988,115.06,148.32,81.81,1.79,2.8,1.82
17,D17S785,AFM049xc1,83220588,115.34,148.32,82.35,1.99,2.69,2.16
17,D17S1817,AFMa312ya5,83271357,115.44,148.53,82.36,2.01,2.67,2.2
17,D17S2192,GATA155H02,83430271,116.17,149.98,82.36,2.11,2.63,2.32
17,D17S937,AFM107ye3,84150510,118.1,151.68,84.52,2.62,2.47,2.89
17,D17S2195,ATA58A02,84731660,120.72,154.28,87.17,3.06,2.35,3.32
17,D17S802,AFM210xa5,85080745,120.84,154.51,87.17,3.3,2.29,3.56
17,D17S674,UT952,85149264,120.84,154.51,87.17,3.34,2.28,3.6
17,D17S1847,AFMb310yf5,86019801,123.75,157.44,90.06,3.69,2.08,4.08
17,D17S836,AFM163yg1,86294719,125.04,157.96,92.13,3.7,2,4.21
17,D17S745,UT61,NA,128.4,160.51,96.3,NA,NA,NA
17,D17S1822,AFMa353yg1,87046697,129.24,160.52,97.96,3.53,1.69,4.5
17,D17S784,AFM044xg3,87214490,129.62,160.54,98.69,3.46,1.61,4.57
17,D17S668,UT216,NA,135.09,161.53,108.64,NA,NA,NA
17,D17S928,AFM217yd10,89787325,135.67,161.53,109.81,1.13,0.33,5.49
17,D17S2200,17QTEL13,NA,137.99,162.36,113.61,NA,NA,NA
18,D18S1140,AFM287we1,674698,1.06,0,2.11,2.08,0.69,4.25
18,D18S59,AFM178xc3,862392,1.39,0,2.78,2.17,0.78,4.24
18,D18S1146,AFM094th3,2261626,4.29,0.59,7.99,2.85,1.5,4.12
18,GATA178F1,1  GATA178F11,NA,5.64,0.59,10.69,NA,NA,NA
18,D18S476,AFM299yf1,NA,5.64,0.59,10.69,NA,NA,NA
18,D18S1098,AFMa175ye9,3039271,7.6,1.82,13.38,3.21,1.89,4.05
18,D18S481,AFM321xc9,3217109,8.88,2.19,15.56,3.27,1.98,4.03
18,D18S63,AFM205td6,3847464,9.57,3.58,15.56,3.4,2.31,3.98
18,D18S459,AFM238yd8,3943764,9.74,3.58,15.91,3.42,2.35,3.97
18,D18S1154,AFMa056ye1,4395654,11.43,5.87,16.99,3.44,2.58,3.92
18,D18S52,AFM020tf12,4617529,12.56,7.48,17.64,3.44,2.68,3.89
18,D18S1132,AFMb329wd5,5018136,14.11,8.61,19.6,3.44,2.84,3.82
18,D18S976,GATA88A12,5317427,16.16,9.65,22.66,3.44,2.94,3.76
18,D18S1376,GATA185C06,5493817,16.79,9.65,23.93,3.44,2.99,3.72
18,D18S344,UT408,5975473,17,9.65,24.36,3.44,3.11,3.6
18,D18S452,AFM206xf4,NA,17.62,10.56,24.68,NA,NA,NA
18,D18S62,AFM197xh12,NA,17.62,10.56,24.68,NA,NA,NA
18,D18S391,UT1302,NA,17.62,10.56,24.68,NA,NA,NA
18,D18S78,Mfd80,6517102,18.37,12.06,24.68,3.42,3.19,3.46
18,D18S471,AFM283xg9,6557938,18.37,12.07,24.68,3.42,3.2,3.45
18,D18S967,GATA116D12,7071110,21.24,14.54,27.95,3.37,3.25,3.3
18,D18S1163,AFMa101xf9,8128857,25.36,19.05,31.67,3.15,3.37,2.99
18,D18S843,ACT1A01,9395361,28.11,21.45,34.77,2.87,3.42,2.6
18,D18S464,AFM259vh9,10880834,32.42,27.04,37.8,2.92,3.14,2.04
18,D18S1150,AFMa053wd1,NA,33.55,28.69,38.42,NA,NA,NA
18,D18S53,AFM036ya1,12426105,37.67,33.64,41.7,2.27,2.54,1.37
18,D18S1116,AFMb022we9,12746233,37.86,34.01,41.7,2,2.4,1.24
18,D18S482,AFM323ze9,13023942,37.97,34.01,41.93,1.75,2.27,1.13
18,ATA92E03,ATA92E03,NA,39.46,36.26,42.66,NA,NA,NA
18,D18S71,AFM254yd5,13558747,39.52,36.26,42.78,1.27,2.02,0.93
18,D18S453,AFM214xd2,14484484,39.73,36.68,42.78,0.65,1.57,0.61
18,D18S73,AFM266wa5,14866593,39.73,36.68,42.78,0.51,1.4,0.49
18,D18S1104,AFMa240yg1,20784260,42.72,42.03,43.42,0.52,1.27,0.16
18,D18S869,GATA41G05,21931259,42.94,42.03,43.85,0.85,1.61,0.17
18,D18S1108,AFMa301xc5,NA,45.7,47.31,44.09,NA,NA,NA
18,D18S480,AFM320yc9,NA,45.7,47.31,44.09,NA,NA,NA
18,D18S1107,AFMa289we1,24056351,45.83,47.57,44.09,1.37,2.13,0.18
18,D18S866,GATA30C02,25356464,48.11,51.89,44.33,1.25,2.26,0.19
18,D18S997,UT5129,26538754,48.68,53.04,44.33,1.14,2.15,0.21
18,D18S478,AFM311we5,27934090,50.83,56.76,44.89,1.09,1.84,0.2
18,D18S1151,AFMa054td1,27968516,50.93,56.76,45.1,1.08,1.83,0.2
18,D18S877,GATA64H04,29757867,52.37,59.43,45.31,0.81,1.5,0.15
18,D18S847,GATA25H01,30795024,53.31,61.19,45.44,0.63,1.32,0.11
18,D18S463,AFM242zh6,31580338,53.51,61.59,45.44,0.57,1.19,0.09
18,D18S49,MFD245,31733540,53.51,61.59,45.44,0.56,1.17,0.09
18,D18S36,MS156,33081732,54.5,63.56,45.44,0.55,0.98,0.09
18,D18S457,AFM238vb6,33847966,54.81,64.19,45.44,0.52,0.92,0.1
18,D18S456,AFM234zb6,35253877,55.42,65.39,45.44,0.46,0.89,0.16
18,D18S1124,AFMb301ze5,35503282,55.74,65.74,45.73,0.47,0.89,0.17
18,D18S536,GATA8E05,35679444,55.88,65.74,46.03,0.47,0.89,0.18
18,D18S1133,AFMb330yg9,36230532,55.88,65.74,46.03,0.5,0.9,0.22
18,D18S1135,AFMb331zb1,36696661,55.88,65.74,46.03,0.53,0.92,0.24
18,D18S1139,AFMc006xf1,37162226,56.82,67.6,46.03,0.56,0.96,0.25
18,D18S974,GATA85B07,37819150,56.82,67.6,46.03,0.62,1.02,0.27
18,D18S1093,AFMa130wb1,38625766,57.5,68.42,46.58,0.73,1.08,0.27
18,D18S57,AFM147yg7,38844422,57.5,68.42,46.59,0.77,1.08,0.27
18,D18S1162,AFMa099zd1,39075378,57.77,68.66,46.88,0.8,1.09,0.27
18,D18S1160,AFMa083xe5,39672070,57.77,68.67,46.88,0.83,1.08,0.27
18,D18S1102,AFMa224wb1,39948306,58.16,68.98,47.34,0.83,1.07,0.28
18,D18S475,AFM298wf9,40357873,59.05,70.76,47.34,0.81,1.05,0.28
18,D18S1128,AFMb314wc1,41013827,59.71,72.08,47.34,0.71,1.03,0.28
18,D18S67,AFM248te1,41145523,59.73,72.08,47.38,0.69,1.02,0.28
18,D18S1096,AFM157xa1,41333224,59.92,72.45,47.38,0.65,1.01,0.28
18,D18S860,ATA26E01,43237690,60.06,72.45,47.67,0.48,0.9,0.29
18,D18S1157,AFMa074yd9,43758246,60.66,73.45,47.88,0.55,0.85,0.3
18,D18S468,AFM116ye9,44239414,60.83,73.65,48,0.6,0.82,0.31
18,D18S1120,AFMb073xa5,44249473,60.83,73.65,48.01,0.6,0.82,0.31
18,D18S865,GATA28D12,44348117,60.95,73.9,48.01,0.61,0.81,0.31
18,D18S1130,AFM240ve5,44797945,61.37,74.42,48.33,0.64,0.81,0.33
18,D18S34,Mfd26A,45272503,61.52,74.72,48.33,0.65,0.83,0.36
18,D18S1136,AFMb340yd9,46003241,62.39,75.82,48.96,0.63,0.9,0.4
18,D18S65,AFM240vh6,46386777,62.39,75.82,48.96,0.61,0.95,0.43
18,D18S872,GATA51F08,47439718,62.84,76.71,48.97,0.66,1.12,0.49
18,D18S972,GATA81H03,47504126,63.2,76.96,49.44,0.67,1.13,0.5
